Year,Round,Game,Away,Away Score,Home Field-A,Away State,LP-A
2018,round10,0Game6,West Coast,75,Perth Stadium,WA,1
2018,round10,0Game7,Adelaide,55,Adelaide Oval,SA,4
2018,round10,0Game8,North Melbourne,86,Docklands,VIC,7
2018,round11,1Game1,Carlton,61,Docklands,VIC,18
2018,round11,1Game2,Melbourne,100,MCG,VIC,3
2018,round11,1Game3,Port Adelaide,61,Adelaide Oval,SA,9
2018,round11,1Game4,Geelong,121,Kardinia Park,VIC,6
2018,round11,1Game5,Richmond,114,MCG,VIC,2
2018,round11,1Game6,St. Kilda,88,Docklands,VIC,16
2018,round11,1Game7,Brisbane,87,Gabba,QLD,17
2018,round11,1Game8,Fremantle,77,Perth Stadium,WA,13
2018,round11,1Game9,Greater Western Sydney,97,Sydney Showground,NSW,11
2018,round12,2Game1,Richmond,58,MCG,VIC,2
2018,round12,2Game2,North Melbourne,59,Docklands,VIC,6
2018,round12,2Game3,Gold Coast,26,Metricon,QLD,15
2018,round12,2Game4,Sydney,126,SCG,NSW,4
2018,round12,2Game5,Essendon,84,Docklands,VIC,12
2018,round12,2Game6,Adelaide,68,Adelaide Oval,SA,9
2018,round12,2Game7,Collingwood,133,MCG,VIC,7
2018,round13,3Game1,Western Bulldogs,75,Docklands,VIC,14
2018,round13,3Game2,West Coast,57,Perth Stadium,WA,1
2018,round13,3Game3,Fremantle,103,Perth Stadium,WA,13
2018,round13,3Game4,St. Kilda,80,Docklands,VIC,16
2018,round13,3Game5,Adelaide,32,Adelaide Oval,SA,10
2018,round13,3Game6,Richmond,83,MCG,VIC,2
2018,round14,4Game1,Essendon,80,Docklands,VIC,13
2018,round14,4Game2,Melbourne,65,MCG,VIC,4
2018,round14,4Game3,Gold Coast,43,Metricon,QLD,15
2018,round14,4Game4,Greater Western Sydney,109,Sydney Showground,NSW,10
2018,round14,4Game5,North Melbourne,77,Docklands,VIC,8
2018,round14,4Game6,Carlton,59,Docklands,VIC,18
2018,round15,5Game1,Sydney,67,SCG,NSW,2
2018,round15,5Game2,Geelong,101,Kardinia Park,VIC,7
2018,round15,5Game3,Port Adelaide,90,Adelaide Oval,SA,5
2018,round15,5Game4,West Coast,78,Perth Stadium,WA,3
2018,round15,5Game5,Collingwood,99,MCG,VIC,4
2018,round15,5Game6,Hawthorn,84,MCG,VIC,9
2018,round15,5Game7,St. Kilda,119,Docklands,VIC,16
2018,round15,5Game8,North Melbourne,108,Docklands,VIC,8
2018,round15,5Game9,Brisbane,119,Gabba,QLD,17
2018,round16,6Game1,Geelong,71,Kardinia Park,VIC,8
2018,round16,6Game2,Adelaide,56,Adelaide Oval,SA,11
2018,round16,6Game3,Carlton,55,Docklands,VIC,18
2018,round16,6Game4,St. Kilda,50,Docklands,VIC,15
2018,round16,6Game5,Hawthorn,122,MCG,VIC,10
2018,round16,6Game6,Fremantle,48,Perth Stadium,WA,13
2018,round16,6Game7,Gold Coast,58,Metricon,QLD,16
2018,round16,6Game8,Collingwood,78,MCG,VIC,2
2018,round16,6Game9,Greater Western Sydney,75,Sydney Showground,NSW,6
2018,round17,7Game1,Geelong,97,Kardinia Park,VIC,7
2018,round17,7Game2,Carlton,52,Docklands,VIC,18
2018,round17,7Game3,Brisbane,98,Gabba,QLD,16
2018,round17,7Game4,Western Bulldogs,69,Docklands,VIC,14
2018,round17,7Game5,Essendon,95,Docklands,VIC,12
2018,round17,7Game6,Richmond,77,MCG,VIC,1
2018,round17,7Game7,West Coast,102,Perth Stadium,WA,3
2018,round17,7Game8,Sydney,104,SCG,NSW,5
2018,round17,7Game9,Port Adelaide,50,Adelaide Oval,SA,4
2018,round18,8Game1,Richmond,111,MCG,VIC,1
2018,round18,8Game2,North Melbourne,64,Docklands,VIC,9
2018,round18,8Game3,Gold Coast,88,Metricon,QLD,17
2018,round18,8Game4,Fremantle,70,Perth Stadium,WA,13
2018,round18,8Game5,Adelaide,93,Adelaide Oval,SA,11
2018,round18,8Game6,Melbourne,98,MCG,VIC,6
2018,round18,8Game7,Hawthorn,124,MCG,VIC,10
2018,round18,8Game8,Western Bulldogs,46,Docklands,VIC,14
2018,round18,8Game9,Greater Western Sydney,80,Sydney Showground,NSW,7
2018,round19,9Game1,Sydney,66,SCG,NSW,4
2018,round19,9Game2,Collingwood,77,MCG,VIC,3
2018,round19,9Game3,Brisbane,78,Gabba,QLD,16
2018,round19,9Game4,St. Kilda,61,Docklands,VIC,15
2018,round19,9Game5,Carlton,79,Docklands,VIC,18
2018,round19,9Game6,Melbourne,90,MCG,VIC,7
2018,round19,9Game7,West Coast,41,Perth Stadium,WA,2
2018,round19,9Game8,Port Adelaide,78,Adelaide Oval,SA,5
2018,round19,9Game9,Hawthorn,112,MCG,VIC,8
2018,round20,0Game1,Geelong,82,Kardinia Park,VIC,8
2018,round20,0Game2,Essendon,103,Docklands,VIC,11
2018,round20,0Game3,North Melbourne,107,Docklands,VIC,10
2018,round20,0Game4,Port Adelaide,93,Adelaide Oval,SA,4
2018,round20,0Game5,Western Bulldogs,103,Docklands,VIC,14
2018,round20,0Game6,Collingwood,71,MCG,VIC,3
2018,round20,0Game7,Greater Western Sydney,151,Sydney Showground,NSW,5
2018,round20,0Game8,Gold Coast,47,Metricon,QLD,17
2018,round20,0Game9,Fremantle,84,Perth Stadium,WA,13
2018,round21,1Game1,St. Kilda,79,Docklands,VIC,15
2018,round21,1Game2,Geelong,60,Kardinia Park,VIC,9
2018,round21,1Game3,Richmond,125,MCG,VIC,1
2018,round21,1Game4,West Coast,62,Perth Stadium,WA,2
2018,round21,1Game5,Brisbane,73,Gabba,QLD,16
2018,round21,1Game6,Adelaide,92,Adelaide Oval,SA,12
2018,round21,1Game7,Western Bulldogs,92,Docklands,VIC,14
2018,round21,1Game8,Sydney,87,SCG,NSW,8
2018,round21,1Game9,Carlton,72,Docklands,VIC,18
2018,round22,2Game1,Essendon,73,Docklands,VIC,11
2018,round22,2Game2,Port Adelaide,64,Adelaide Oval,SA,8
2018,round22,2Game3,Fremantle,25,Perth Stadium,WA,13
2018,round22,2Game4,Sydney,80,SCG,NSW,6
2018,round22,2Game5,Brisbane,78,Gabba,QLD,16
2018,round22,2Game6,Hawthorn,80,MCG,VIC,4
2018,round22,2Game7,Western Bulldogs,66,Docklands,VIC,14
2018,round22,2Game8,Melbourne,108,MCG,VIC,7
2018,round22,2Game9,North Melbourne,77,Docklands,VIC,10
2018,round23,3Game1,Essendon,111,Docklands,VIC,11
2018,round23,3Game2,Gold Coast,40,Metricon,QLD,17
2018,round23,3Game3,Western Bulldogs,95,Docklands,VIC,13
2018,round23,3Game4,Collingwood,76,MCG,VIC,3
2018,round23,3Game5,Adelaide,165,Adelaide Oval,SA,12
2018,round23,3Game6,Hawthorn,83,MCG,VIC,4
2018,round23,3Game7,West Coast,98,Perth Stadium,WA,2
2018,round23,3Game8,Greater Western Sydney,57,Sydney Showground,NSW,6
2018,round23,3Game9,North Melbourne,117,Docklands,VIC,10
2017,round1,Game1,Richmond,132,MCG,VIC,13
2017,round1,Game2,Western Bulldogs,100,Docklands,VIC,7
2017,round1,Game3,Port Adelaide,110,Adelaide Oval,SA,10
2017,round1,Game4,Melbourne,120,MCG,VIC,11
2017,round1,Game5,Hawthorn,91,MCG,VIC,3
2017,round1,Game6,Brisbane,98,Gabba,QLD,17
2017,round1,Game7,West Coast,136,Perth Stadium,WA,6
2017,round1,Game8,Greater Western Sydney,91,Sydney Showground,NSW,4
2017,round1,Game9,Geelong,115,Kardinia Park,VIC,2
2017,round2,Game1,Collingwood,80,MCG,VIC,11
2017,round2,Game2,Sydney,87,SCG,NSW,14
2017,round2,Game3,Adelaide,113,Adelaide Oval,SA,1
2017,round2,Game4,Gold Coast,58,Metricon,QLD,10
2017,round2,Game5,Essendon,111,Docklands,VIC,7
2017,round2,Game6,St. Kilda,97,Docklands,VIC,13
2017,round2,Game7,North Melbourne,111,Docklands,VIC,15
2017,round2,Game8,Carlton,64,Docklands,VIC,16
2017,round2,Game9,Fremantle,56,Perth Stadium,WA,17
2017,round3,Game1,Collingwood,80,MCG,VIC,11
2017,round3,Game2,Greater Western Sydney,109,Sydney Showground,NSW,9
2017,round3,Game3,West Coast,65,Perth Stadium,WA,5
2017,round3,Game4,Melbourne,97,MCG,VIC,4
2017,round3,Game5,Adelaide,100,Adelaide Oval,SA,2
2017,round3,Game6,Western Bulldogs,73,Docklands,VIC,8
2017,round3,Game7,Brisbane,76,Gabba,QLD,10
2017,round3,Game8,Essendon,42,Docklands,VIC,6
2017,round3,Game9,Hawthorn,53,MCG,VIC,14
2017,round4,Game1,Sydney,65,SCG,NSW,16
2017,round4,Game2,Western Bulldogs,89,Docklands,VIC,9
2017,round4,Game3,Fremantle,106,Perth Stadium,WA,15
2017,round4,Game4,Port Adelaide,81,Adelaide Oval,SA,4
2017,round4,Game5,Gold Coast,108,Metricon,QLD,11
2017,round4,Game6,Essendon,88,Docklands,VIC,7
2017,round4,Game7,St. Kilda,69,Docklands,VIC,10
2017,round4,Game8,Richmond,119,MCG,VIC,2
2017,round4,Game9,Geelong,134,Kardinia Park,VIC,3
2017,round5,Game1,Carlton,47,Docklands,VIC,14
2017,round5,Game2,Brisbane,90,Gabba,QLD,15
2017,round5,Game3,Adelaide,153,Adelaide Oval,SA,2
2017,round5,Game4,Greater Western Sydney,105,Sydney Showground,NSW,4
2017,round5,Game5,North Melbourne,62,Docklands,VIC,17
2017,round5,Game6,Geelong,126,Kardinia Park,VIC,1
2017,round5,Game7,West Coast,75,Perth Stadium,WA,5
2017,round5,Game8,Melbourne,75,MCG,VIC,8
2017,round5,Game9,Collingwood,82,MCG,VIC,13
2017,round6,Game1,Western Bulldogs,73,Docklands,VIC,5
2017,round6,Game2,St. Kilda,130,Docklands,VIC,11
2017,round6,Game3,Sydney,78,SCG,NSW,18
2017,round6,Game4,Port Adelaide,150,Adelaide Oval,SA,6
2017,round6,Game5,Gold Coast,94,Metricon,QLD,12
2017,round6,Game6,Fremantle,62,Perth Stadium,WA,9
2017,round6,Game7,Melbourne,112,MCG,VIC,10
2017,round6,Game8,Collingwood,107,MCG,VIC,13
2017,round6,Game9,Richmond,64,MCG,VIC,3
2017,round7,Game1,Greater Western Sydney,85,Sydney Showground,NSW,2
2017,round7,Game2,Adelaide,86,Adelaide Oval,SA,1
2017,round7,Game3,Carlton,79,Docklands,VIC,14
2017,round7,Game4,West Coast,97,Perth Stadium,WA,6
2017,round7,Game5,Geelong,99,Kardinia Park,VIC,3
2017,round7,Game6,Richmond,75,MCG,VIC,4
2017,round7,Game7,Brisbane,81,Gabba,QLD,16
2017,round7,Game8,Hawthorn,94,MCG,VIC,17
2017,round7,Game9,Essendon,79,Docklands,VIC,10
2017,round8,Game1,Western Bulldogs,61,Docklands,VIC,5
2017,round8,Game2,Brisbane,75,Gabba,QLD,18
2017,round8,Game3,Carlton,66,Docklands,VIC,13
2017,round8,Game4,Collingwood,99,MCG,VIC,15
2017,round8,Game5,Geelong,93,Kardinia Park,VIC,3
2017,round8,Game6,Melbourne,107,MCG,VIC,10
2017,round8,Game7,Fremantle,72,Perth Stadium,WA,9
2017,round8,Game8,Port Adelaide,110,Adelaide Oval,SA,7
2017,round8,Game9,Sydney,120,SCG,NSW,17
2017,round9,Game1,Western Bulldogs,81,Docklands,VIC,8
2017,round9,Game2,Sydney,118,SCG,NSW,15
2017,round9,Game3,Richmond,75,MCG,VIC,7
2017,round9,Game4,Adelaide,140,Adelaide Oval,SA,1
2017,round9,Game5,Hawthorn,72,MCG,VIC,14
2017,round9,Game6,West Coast,64,Perth Stadium,WA,3
2017,round9,Game7,North Melbourne,104,Docklands,VIC,16
2017,round9,Game8,Carlton,51,Docklands,VIC,13
2017,round10,0Game1,Port Adelaide,79,Adelaide Oval,SA,6
2017,round10,0Game2,Hawthorn,81,MCG,VIC,17
2017,round10,0Game3,St. Kilda,50,Docklands,VIC,9
2017,round10,0Game4,Gold Coast,87,Metricon,QLD,15
2017,round10,0Game5,Essendon,66,Docklands,VIC,10
2017,round10,0Game6,Fremantle,43,Perth Stadium,WA,5
2017,round10,0Game7,Brisbane,84,Gabba,QLD,18
2017,round10,0Game8,North Melbourne,113,Docklands,VIC,14
2017,round10,0Game9,Greater Western Sydney,98,Sydney Showground,NSW,2
2017,round11,1Game1,Hawthorn,47,MCG,VIC,14
2017,round11,1Game2,Adelaide,74,Adelaide Oval,SA,1
2017,round11,1Game3,West Coast,77,Perth Stadium,WA,6
2017,round11,1Game4,Essendon,101,Docklands,VIC,11
2017,round11,1Game5,Richmond,101,MCG,VIC,5
2017,round11,1Game6,Collingwood,105,MCG,VIC,12
2017,round12,2Game1,Western Bulldogs,42,Docklands,VIC,4
2017,round12,2Game2,St. Kilda,54,Docklands,VIC,10
2017,round12,2Game3,Gold Coast,95,Metricon,QLD,16
2017,round12,2Game4,Fremantle,64,Perth Stadium,WA,8
2017,round12,2Game5,Port Adelaide,61,Adelaide Oval,SA,5
2017,round12,2Game6,Greater Western Sydney,70,Sydney Showground,NSW,1
2017,round12,2Game7,Collingwood,100,MCG,VIC,10
2017,round13,3Game1,Geelong,70,Kardinia Park,VIC,3
2017,round13,3Game2,St. Kilda,89,Docklands,VIC,12
2017,round13,3Game3,Sydney,80,SCG,NSW,14
2017,round13,3Game4,Brisbane,81,Gabba,QLD,18
2017,round13,3Game5,Carlton,83,Docklands,VIC,16
2017,round13,3Game6,Melbourne,113,MCG,VIC,6
2017,round14,4Game1,Hawthorn,96,MCG,VIC,17
2017,round14,4Game2,Essendon,85,Docklands,VIC,8
2017,round14,4Game3,Port Adelaide,93,Adelaide Oval,SA,4
2017,round14,4Game4,Greater Western Sydney,146,Sydney Showground,NSW,2
2017,round14,4Game5,North Melbourne,106,Docklands,VIC,16
2017,round14,4Game6,Melbourne,99,MCG,VIC,5
2017,round14,4Game7,Fremantle,72,Perth Stadium,WA,11
2017,round14,4Game8,Carlton,58,Docklands,VIC,15
2017,round14,4Game9,Gold Coast,72,Metricon,QLD,14
2017,round15,5Game1,Sydney,85,SCG,NSW,10
2017,round15,5Game2,West Coast,87,Perth Stadium,WA,7
2017,round15,5Game3,Adelaide,89,Adelaide Oval,SA,2
2017,round15,5Game4,North Melbourne,99,Docklands,VIC,17
2017,round15,5Game5,Geelong,68,Kardinia Park,VIC,3
2017,round15,5Game6,Richmond,76,MCG,VIC,6
2017,round15,5Game7,Brisbane,90,Gabba,QLD,18
2017,round15,5Game8,Collingwood,94,MCG,VIC,13
2017,round15,5Game9,St. Kilda,89,Docklands,VIC,8
2017,round16,6Game1,Western Bulldogs,45,Docklands,VIC,10
2017,round16,6Game2,Brisbane,97,Gabba,QLD,18
2017,round16,6Game3,Essendon,117,Docklands,VIC,11
2017,round16,6Game4,Gold Coast,51,Metricon,QLD,12
2017,round16,6Game5,Geelong,163,Kardinia Park,VIC,3
2017,round16,6Game6,Richmond,71,MCG,VIC,4
2017,round16,6Game7,Fremantle,86,Perth Stadium,WA,14
2017,round16,6Game8,Melbourne,90,MCG,VIC,6
2017,round16,6Game9,Port Adelaide,120,Adelaide Oval,SA,5
2017,round17,7Game1,Essendon,118,Docklands,VIC,10
2017,round17,7Game2,Hawthorn,85,MCG,VIC,13
2017,round17,7Game3,North Melbourne,57,Docklands,VIC,17
2017,round17,7Game4,Collingwood,103,MCG,VIC,15
2017,round17,7Game5,Sydney,96,SCG,NSW,8
2017,round17,7Game6,Adelaide,116,Adelaide Oval,SA,1
2017,round17,7Game7,Brisbane,81,Gabba,QLD,18
2017,round17,7Game8,Western Bulldogs,82,Docklands,VIC,11
2017,round17,7Game9,West Coast,74,Perth Stadium,WA,9
2017,round18,8Game1,Geelong,70,Kardinia Park,VIC,2
2017,round18,8Game2,North Melbourne,105,Docklands,VIC,17
2017,round18,8Game3,Port Adelaide,65,Adelaide Oval,SA,4
2017,round18,8Game4,Gold Coast,56,Metricon,QLD,15
2017,round18,8Game5,St. Kilda,59,Docklands,VIC,9
2017,round18,8Game6,Hawthorn,100,MCG,VIC,13
2017,round18,8Game7,Greater Western Sydney,45,Sydney Showground,NSW,3
2017,round18,8Game8,West Coast,85,Perth Stadium,WA,8
2017,round18,8Game9,Carlton,82,Docklands,VIC,16
2017,round19,9Game1,Sydney,66,SCG,NSW,6
2017,round19,9Game2,Melbourne,72,MCG,VIC,7
2017,round19,9Game3,Fremantle,86,Perth Stadium,WA,14
2017,round19,9Game4,St. Kilda,61,Docklands,VIC,11
2017,round19,9Game5,Richmond,98,MCG,VIC,4
2017,round19,9Game6,Geelong,123,Kardinia Park,VIC,2
2017,round19,9Game7,Essendon,97,Docklands,VIC,8
2017,round19,9Game8,Adelaide,103,Adelaide Oval,SA,1
2017,round19,9Game9,Brisbane,45,Gabba,QLD,18
2017,round20,0Game1,Sydney,107,SCG,NSW,6
2017,round20,0Game2,Melbourne,62,MCG,VIC,7
2017,round20,0Game3,Carlton,76,Docklands,VIC,17
2017,round20,0Game4,Western Bulldogs,103,Docklands,VIC,9
2017,round20,0Game5,Collingwood,111,MCG,VIC,13
2017,round20,0Game6,Gold Coast,67,Metricon,QLD,15
2017,round20,0Game7,West Coast,95,Perth Stadium,WA,8
2017,round20,0Game8,Hawthorn,64,MCG,VIC,12
2017,round20,0Game9,Port Adelaide,46,Adelaide Oval,SA,5
2017,round21,1Game1,Greater Western Sydney,105,Sydney Showground,NSW,2
2017,round21,1Game2,Fremantle,39,Perth Stadium,WA,14
2017,round21,1Game3,Richmond,66,MCG,VIC,3
2017,round21,1Game4,Gold Coast,84,Metricon,QLD,15
2017,round21,1Game5,Adelaide,123,Adelaide Oval,SA,1
2017,round21,1Game6,Carlton,83,Docklands,VIC,17
2017,round21,1Game7,St. Kilda,72,Docklands,VIC,11
2017,round21,1Game8,North Melbourne,89,Docklands,VIC,16
2017,round21,1Game9,Collingwood,71,MCG,VIC,12
2017,round22,2Game1,Sydney,83,SCG,NSW,5
2017,round22,2Game2,Port Adelaide,96,Adelaide Oval,SA,6
2017,round22,2Game3,Geelong,70,Kardinia Park,VIC,3
2017,round22,2Game4,West Coast,60,Perth Stadium,WA,8
2017,round22,2Game5,Essendon,90,Docklands,VIC,10
2017,round22,2Game6,Hawthorn,70,MCG,VIC,12
2017,round22,2Game7,Brisbane,91,Gabba,QLD,18
2017,round22,2Game8,North Melbourne,78,Docklands,VIC,16
2017,round22,2Game9,Richmond,155,MCG,VIC,4
2017,round23,3Game1,Western Bulldogs,90,Docklands,VIC,11
2017,round23,3Game2,Melbourne,83,MCG,VIC,7
2017,round23,3Game3,North Melbourne,130,Docklands,VIC,17
2017,round23,3Game4,Carlton,57,Docklands,VIC,15
2017,round23,3Game5,Greater Western Sydney,59,Sydney Showground,NSW,2
2017,round23,3Game6,Gold Coast,20,Metricon,QLD,16
2017,round23,3Game7,Fremantle,92,Perth Stadium,WA,14
2017,round23,3Game8,St. Kilda,81,Docklands,VIC,10
2017,round23,3Game9,Adelaide,71,Adelaide Oval,SA,1
2016,round1,Game1,Carlton,83,Docklands,VIC,18
2016,round1,Game2,Greater Western Sydney,78,Sydney Showground,NSW,11
2016,round1,Game3,Essendon,60,Docklands,VIC,15
2016,round1,Game4,Collingwood,53,MCG,VIC,12
2016,round1,Game5,Adelaide,97,Adelaide Oval,SA,7
2016,round1,Game6,Fremantle,38,Perth Stadium,WA,1
2016,round1,Game7,St. Kilda,100,Docklands,VIC,14
2016,round1,Game8,Brisbane,102,Gabba,QLD,17
2016,round1,Game9,Hawthorn,86,MCG,VIC,3
2016,round2,Game1,Richmond,86,MCG,VIC,7
2016,round2,Game2,Port Adelaide,86,Adelaide Oval,SA,6
2016,round2,Game3,Melbourne,67,MCG,VIC,9
2016,round2,Game4,North Melbourne,117,Docklands,VIC,8
2016,round2,Game5,Western Bulldogs,93,Docklands,VIC,1
2016,round2,Game6,Gold Coast,126,Metricon,QLD,3
2016,round2,Game7,Geelong,76,Kardinia Park,VIC,5
2016,round2,Game8,West Coast,53,Perth Stadium,WA,4
2016,round2,Game9,Sydney,131,SCG,NSW,2
2016,round3,Game1,Essendon,51,Docklands,VIC,13
2016,round3,Game2,Collingwood,90,MCG,VIC,14
2016,round3,Game3,Adelaide,128,Adelaide Oval,SA,5
2016,round3,Game4,Greater Western Sydney,68,Sydney Showground,NSW,9
2016,round3,Game5,Carlton,41,Docklands,VIC,15
2016,round3,Game6,Fremantle,59,Perth Stadium,WA,17
2016,round3,Game7,Melbourne,131,MCG,VIC,11
2016,round3,Game8,Hawthorn,93,MCG,VIC,7
2016,round3,Game9,Brisbane,56,Gabba,QLD,16
2016,round4,Game1,Richmond,57,MCG,VIC,12
2016,round4,Game2,Geelong,72,Kardinia Park,VIC,5
2016,round4,Game3,St. Kilda,84,Docklands,VIC,13
2016,round4,Game4,Gold Coast,94,Metricon,QLD,2
2016,round4,Game5,Western Bulldogs,85,Docklands,VIC,4
2016,round4,Game6,Sydney,103,SCG,NSW,1
2016,round4,Game7,Port Adelaide,65,Adelaide Oval,SA,8
2016,round4,Game8,Melbourne,102,MCG,VIC,10
2016,round4,Game9,Fremantle,101,Perth Stadium,WA,16
2016,round5,Game1,Adelaide,109,Adelaide Oval,SA,7
2016,round5,Game2,West Coast,49,Perth Stadium,WA,6
2016,round5,Game3,North Melbourne,119,Docklands,VIC,1
2016,round5,Game4,Brisbane,67,Gabba,QLD,14
2016,round5,Game5,Geelong,107,Kardinia Park,VIC,4
2016,round5,Game6,Greater Western Sydney,126,Sydney Showground,NSW,9
2016,round5,Game7,Carlton,72,Docklands,VIC,18
2016,round5,Game8,Richmond,96,MCG,VIC,13
2016,round5,Game9,Essendon,73,Docklands,VIC,16
2016,round6,Game1,Western Bulldogs,45,Docklands,VIC,2
2016,round6,Game2,St. Kilda,135,Docklands,VIC,13
2016,round6,Game3,Fremantle,64,Perth Stadium,WA,18
2016,round6,Game4,Hawthorn,83,MCG,VIC,5
2016,round6,Game5,Gold Coast,48,Metricon,QLD,7
2016,round6,Game6,Port Adelaide,94,Adelaide Oval,SA,12
2016,round6,Game7,Sydney,97,SCG,NSW,3
2016,round6,Game8,Essendon,57,Docklands,VIC,17
2016,round6,Game9,Collingwood,62,MCG,VIC,11
2016,round7,Game1,Hawthorn,136,MCG,VIC,8
2016,round7,Game2,Carlton,99,Docklands,VIC,14
2016,round7,Game3,West Coast,79,Perth Stadium,WA,6
2016,round7,Game4,Essendon,54,Docklands,VIC,17
2016,round7,Game5,Melbourne,160,MCG,VIC,9
2016,round7,Game6,Adelaide,108,Adelaide Oval,SA,7
2016,round7,Game7,Greater Western Sydney,95,Sydney Showground,NSW,5
2016,round7,Game8,North Melbourne,82,Docklands,VIC,1
2016,round7,Game9,Brisbane,59,Gabba,QLD,16
2016,round8,Game1,Geelong,98,Kardinia Park,VIC,2
2016,round8,Game2,North Melbourne,74,Docklands,VIC,1
2016,round8,Game3,Fremantle,75,Perth Stadium,WA,18
2016,round8,Game4,Gold Coast,58,Metricon,QLD,11
2016,round8,Game5,Sydney,100,SCG,NSW,3
2016,round8,Game6,Collingwood,143,MCG,VIC,14
2016,round8,Game7,Port Adelaide,91,Adelaide Oval,SA,10
2016,round8,Game8,Western Bulldogs,114,Docklands,VIC,4
2016,round8,Game9,St. Kilda,29,Docklands,VIC,13
2016,round9,Game1,Sydney,69,SCG,NSW,4
2016,round9,Game2,Geelong,80,Kardinia Park,VIC,2
2016,round9,Game3,Adelaide,149,Adelaide Oval,SA,8
2016,round9,Game4,West Coast,94,Perth Stadium,WA,7
2016,round9,Game5,Richmond,83,MCG,VIC,15
2016,round9,Game6,Carlton,46,Docklands,VIC,11
2016,round9,Game7,Brisbane,68,Gabba,QLD,16
2016,round9,Game8,Western Bulldogs,73,Docklands,VIC,5
2016,round9,Game9,Essendon,63,Docklands,VIC,17
2016,round10,0Game1,North Melbourne,65,Docklands,VIC,1
2016,round10,0Game2,Hawthorn,135,MCG,VIC,7
2016,round10,0Game3,Port Adelaide,121,Adelaide Oval,SA,10
2016,round10,0Game4,Fremantle,67,Perth Stadium,WA,18
2016,round10,0Game5,Richmond,105,MCG,VIC,14
2016,round10,0Game6,Greater Western Sydney,85,Sydney Showground,NSW,3
2016,round10,0Game7,Geelong,85,Kardinia Park,VIC,2
2016,round10,0Game8,Western Bulldogs,74,Docklands,VIC,5
2016,round10,0Game9,Gold Coast,55,Metricon,QLD,15
2016,round11,1Game1,Richmond,54,MCG,VIC,14
2016,round11,1Game2,Melbourne,64,MCG,VIC,9
2016,round11,1Game3,Brisbane,64,Gabba,QLD,16
2016,round11,1Game4,Greater Western Sydney,88,Sydney Showground,NSW,4
2016,round11,1Game5,Essendon,47,Docklands,VIC,17
2016,round11,1Game6,Sydney,79,SCG,NSW,2
2016,round11,1Game7,Port Adelaide,125,Adelaide Oval,SA,10
2016,round11,1Game8,West Coast,75,Perth Stadium,WA,5
2016,round11,1Game9,St. Kilda,45,Docklands,VIC,13
2016,round12,2Game1,Hawthorn,151,MCG,VIC,5
2016,round12,2Game2,Western Bulldogs,100,Docklands,VIC,4
2016,round12,2Game3,Fremantle,147,Perth Stadium,WA,16
2016,round12,2Game4,North Melbourne,74,Docklands,VIC,1
2016,round12,2Game5,Adelaide,105,Adelaide Oval,SA,8
2016,round12,2Game6,Carlton,78,Docklands,VIC,10
2016,round12,2Game7,Gold Coast,97,Metricon,QLD,15
2016,round12,2Game8,Sydney,63,SCG,NSW,2
2016,round12,2Game9,Collingwood,58,MCG,VIC,12
2016,round13,3Game1,Hawthorn,93,MCG,VIC,5
2016,round13,3Game2,West Coast,131,Perth Stadium,WA,8
2016,round13,3Game3,Port Adelaide,69,Adelaide Oval,SA,9
2016,round13,3Game4,Geelong,100,Kardinia Park,VIC,2
2016,round13,3Game5,Melbourne,31,MCG,VIC,10
2016,round13,3Game6,Greater Western Sydney,117,Sydney Showground,NSW,6
2016,round14,4Game1,North Melbourne,67,Docklands,VIC,3
2016,round14,4Game2,Fremantle,37,Perth Stadium,WA,15
2016,round14,4Game3,Brisbane,75,Gabba,QLD,17
2016,round14,4Game4,Carlton,65,Docklands,VIC,11
2016,round14,4Game5,Geelong,90,Kardinia Park,VIC,1
2016,round14,4Game6,Gold Coast,60,Metricon,QLD,16
2016,round15,5Game1,Essendon,52,Docklands,VIC,18
2016,round15,5Game2,Richmond,56,MCG,VIC,11
