Year,Round,Game,Away,Away Score,Home Field-A,Away State,LP-A
2016,round15,5Game3,St. Kilda,68,Docklands,VIC,12
2016,round15,5Game4,Western Bulldogs,83,Docklands,VIC,7
2016,round15,5Game5,Collingwood,57,MCG,VIC,14
2016,round15,5Game6,Adelaide,120,Adelaide Oval,SA,6
2016,round16,6Game1,Hawthorn,101,MCG,VIC,1
2016,round16,6Game2,Sydney,98,SCG,NSW,4
2016,round16,6Game3,Collingwood,125,MCG,VIC,11
2016,round16,6Game4,Brisbane,113,Gabba,QLD,17
2016,round16,6Game5,Richmond,75,MCG,VIC,12
2016,round16,6Game6,Fremantle,55,Perth Stadium,WA,16
2016,round16,6Game7,Adelaide,107,Adelaide Oval,SA,5
2016,round16,6Game8,North Melbourne,72,Docklands,VIC,7
2016,round16,6Game9,St. Kilda,109,Docklands,VIC,13
2016,round17,7Game1,Hawthorn,75,MCG,VIC,1
2016,round17,7Game2,Geelong,78,Kardinia Park,VIC,6
2016,round17,7Game3,Essendon,83,Docklands,VIC,18
2016,round17,7Game4,Port Adelaide,105,Adelaide Oval,SA,9
2016,round17,7Game5,Gold Coast,59,Metricon,QLD,15
2016,round17,7Game6,Collingwood,69,MCG,VIC,11
2016,round17,7Game7,West Coast,82,Perth Stadium,WA,5
2016,round17,7Game8,Melbourne,74,MCG,VIC,10
2016,round17,7Game9,Greater Western Sydney,146,Sydney Showground,NSW,7
2016,round18,8Game1,North Melbourne,124,Docklands,VIC,8
2016,round18,8Game2,Carlton,68,Docklands,VIC,14
2016,round18,8Game3,Fremantle,81,Perth Stadium,WA,16
2016,round18,8Game4,Melbourne,60,MCG,VIC,11
2016,round18,8Game5,Adelaide,55,Adelaide Oval,SA,2
2016,round18,8Game6,St. Kilda,75,Docklands,VIC,10
2016,round18,8Game7,Brisbane,128,Gabba,QLD,17
2016,round18,8Game8,Richmond,44,MCG,VIC,13
2016,round18,8Game9,Greater Western Sydney,79,Sydney Showground,NSW,4
2016,round19,9Game1,Western Bulldogs,78,Docklands,VIC,7
2016,round19,9Game2,Richmond,23,MCG,VIC,13
2016,round19,9Game3,Carlton,55,Docklands,VIC,14
2016,round19,9Game4,West Coast,72,Perth Stadium,WA,5
2016,round19,9Game5,St. Kilda,62,Docklands,VIC,9
2016,round19,9Game6,Port Adelaide,173,Adelaide Oval,SA,10
2016,round19,9Game7,Gold Coast,64,Metricon,QLD,15
2016,round19,9Game8,Sydney,137,SCG,NSW,3
2016,round19,9Game9,Essendon,61,Docklands,VIC,18
2016,round20,0Game1,Collingwood,77,MCG,VIC,12
2016,round20,0Game2,Port Adelaide,33,Adelaide Oval,SA,9
2016,round20,0Game3,Hawthorn,81,MCG,VIC,1
2016,round20,0Game4,Greater Western Sydney,92,Sydney Showground,NSW,2
2016,round20,0Game5,North Melbourne,47,Docklands,VIC,8
2016,round20,0Game6,Brisbane,39,Gabba,QLD,17
2016,round20,0Game7,St. Kilda,122,Docklands,VIC,10
2016,round20,0Game8,Essendon,34,Docklands,VIC,18
2016,round20,0Game9,West Coast,110,Perth Stadium,WA,6
2016,round21,1Game1,Collingwood,92,MCG,VIC,12
2016,round21,1Game2,Carlton,95,Docklands,VIC,15
2016,round21,1Game3,North Melbourne,57,Docklands,VIC,8
2016,round21,1Game4,West Coast,97,Perth Stadium,WA,6
2016,round21,1Game5,Sydney,146,SCG,NSW,2
2016,round21,1Game6,Melbourne,94,MCG,VIC,11
2016,round21,1Game7,Gold Coast,69,Metricon,QLD,14
2016,round21,1Game8,Geelong,82,Kardinia Park,VIC,5
2016,round21,1Game9,Adelaide,142,Adelaide Oval,SA,3
2016,round22,2Game1,Hawthorn,67,MCG,VIC,1
2016,round22,2Game2,Sydney,85,SCG,NSW,2
2016,round22,2Game3,St. Kilda,55,Docklands,VIC,10
2016,round22,2Game4,Fremantle,37,Perth Stadium,WA,16
2016,round22,2Game5,Gold Coast,47,Metricon,QLD,14
2016,round22,2Game6,Adelaide,109,Adelaide Oval,SA,3
2016,round22,2Game7,Melbourne,58,MCG,VIC,9
2016,round22,2Game8,Geelong,129,Kardinia Park,VIC,4
2016,round22,2Game9,Western Bulldogs,93,Docklands,VIC,7
2016,round23,3Game1,West Coast,100,Perth Stadium,WA,6
2016,round23,3Game2,Melbourne,44,MCG,VIC,10
2016,round23,3Game3,Carlton,79,Docklands,VIC,14
2016,round23,3Game4,Richmond,51,MCG,VIC,13
2016,round23,3Game5,Greater Western Sydney,100,Sydney Showground,NSW,5
2016,round23,3Game6,Port Adelaide,89,Adelaide Oval,SA,11
2016,round23,3Game7,Brisbane,103,Gabba,QLD,17
2016,round23,3Game8,Collingwood,111,MCG,VIC,12
2016,round23,3Game9,Western Bulldogs,49,Docklands,VIC,7
2015,round1,Game1,Richmond,105,MCG,VIC,8
2015,round1,Game2,Gold Coast,89,Metricon,QLD,12
2015,round1,Game3,Essendon,60,Docklands,VIC,7
2015,round1,Game4,Collingwood,86,MCG,VIC,11
2015,round1,Game5,West Coast,87,Perth Stadium,WA,9
2015,round1,Game6,Greater Western Sydney,87,Sydney Showground,NSW,16
2015,round1,Game7,North Melbourne,63,Docklands,VIC,6
2015,round1,Game8,Port Adelaide,68,Adelaide Oval,SA,5
2015,round1,Game9,Geelong,61,Kardinia Park,VIC,3
2015,round2,Game1,Carlton,62,Docklands,VIC,16
2015,round2,Game2,Western Bulldogs,85,Docklands,VIC,8
2015,round2,Game3,Melbourne,56,MCG,VIC,4
2015,round2,Game4,Adelaide,90,Adelaide Oval,SA,1
2015,round2,Game5,St. Kilda,104,Docklands,VIC,12
2015,round2,Game6,Sydney,92,SCG,NSW,5
2015,round2,Game7,Fremantle,104,Perth Stadium,WA,9
2015,round2,Game8,Hawthorn,76,MCG,VIC,2
2015,round2,Game9,Brisbane,51,Gabba,QLD,13
2015,round3,Game1,St. Kilda,66,Docklands,VIC,8
2015,round3,Game2,Essendon,105,Docklands,VIC,11
2015,round3,Game3,Melbourne,55,MCG,VIC,13
2015,round3,Game4,Greater Western Sydney,90,Sydney Showground,NSW,3
2015,round3,Game5,Port Adelaide,113,Adelaide Oval,SA,15
2015,round3,Game6,Richmond,137,MCG,VIC,9
2015,round3,Game7,Western Bulldogs,57,Docklands,VIC,5
2015,round3,Game8,Gold Coast,96,Metricon,QLD,14
2015,round3,Game9,Fremantle,111,Perth Stadium,WA,4
2015,round4,Game1,Melbourne,83,MCG,VIC,12
2015,round4,Game2,Carlton,121,Docklands,VIC,17
2015,round4,Game3,Collingwood,69,MCG,VIC,6
2015,round4,Game4,Gold Coast,53,Metricon,QLD,16
2015,round4,Game5,Hawthorn,91,MCG,VIC,4
2015,round4,Game6,Sydney,60,SCG,NSW,2
2015,round4,Game7,West Coast,118,Perth Stadium,WA,10
2015,round4,Game8,North Melbourne,83,Docklands,VIC,11
2015,round4,Game9,Adelaide,68,Adelaide Oval,SA,1
2015,round5,Game1,Collingwood,120,MCG,VIC,3
2015,round5,Game2,Geelong,85,Kardinia Park,VIC,16
2015,round5,Game3,Western Bulldogs,77,Docklands,VIC,6
2015,round5,Game4,Brisbane,54,Gabba,QLD,18
2015,round5,Game5,Hawthorn,130,MCG,VIC,7
2015,round5,Game6,Greater Western Sydney,33,Sydney Showground,NSW,2
2015,round5,Game7,Fremantle,118,Perth Stadium,WA,1
2015,round5,Game8,Essendon,82,Docklands,VIC,11
2015,round5,Game9,Port Adelaide,115,Adelaide Oval,SA,13
2015,round6,Game1,Geelong,100,Kardinia Park,VIC,14
2015,round6,Game2,Richmond,74,MCG,VIC,11
2015,round6,Game3,St. Kilda,94,Docklands,VIC,16
2015,round6,Game4,Hawthorn,98,MCG,VIC,4
2015,round6,Game5,Adelaide,119,Adelaide Oval,SA,7
2015,round6,Game6,Sydney,88,SCG,NSW,6
2015,round6,Game7,Essendon,52,Docklands,VIC,9
2015,round6,Game8,Brisbane,84,Gabba,QLD,18
2015,round6,Game9,West Coast,78,Perth Stadium,WA,5
2015,round7,Game1,North Melbourne,93,Docklands,VIC,9
2015,round7,Game2,St. Kilda,73,Docklands,VIC,14
2015,round7,Game3,Melbourne,50,MCG,VIC,15
2015,round7,Game4,Greater Western Sydney,135,Sydney Showground,NSW,6
2015,round7,Game5,Geelong,77,Kardinia Park,VIC,12
2015,round7,Game6,Gold Coast,43,Metricon,QLD,16
2015,round7,Game7,Fremantle,101,Perth Stadium,WA,1
2015,round7,Game8,Collingwood,100,MCG,VIC,3
2015,round7,Game9,Port Adelaide,65,Adelaide Oval,SA,10
2015,round8,Game1,Carlton,63,Docklands,VIC,18
2015,round8,Game2,West Coast,131,Perth Stadium,WA,2
2015,round8,Game3,Adelaide,84,Adelaide Oval,SA,4
2015,round8,Game4,Collingwood,132,MCG,VIC,7
2015,round8,Game5,Sydney,73,SCG,NSW,3
2015,round8,Game6,North Melbourne,42,Docklands,VIC,9
2015,round8,Game7,Brisbane,78,Gabba,QLD,16
2015,round8,Game8,Western Bulldogs,64,Docklands,VIC,8
2015,round8,Game9,Richmond,76,MCG,VIC,10
2015,round9,Game1,Carlton,62,Docklands,VIC,18
2015,round9,Game2,Gold Coast,40,Metricon,QLD,17
2015,round9,Game3,Port Adelaide,115,Adelaide Oval,SA,13
2015,round9,Game4,Greater Western Sydney,68,Sydney Showground,NSW,4
2015,round9,Game5,Essendon,59,Docklands,VIC,9
2015,round9,Game6,Fremantle,68,Perth Stadium,WA,1
2015,round9,Game7,St. Kilda,108,Docklands,VIC,15
2015,round9,Game8,North Melbourne,95,Docklands,VIC,12
2015,round9,Game9,Geelong,64,Kardinia Park,VIC,10
2015,round10,0Game1,Richmond,97,MCG,VIC,8
2015,round10,0Game2,Adelaide,99,Adelaide Oval,SA,7
2015,round10,0Game3,Sydney,93,SCG,NSW,3
2015,round10,0Game4,Geelong,122,Kardinia Park,VIC,12
2015,round10,0Game5,Western Bulldogs,65,Docklands,VIC,9
2015,round10,0Game6,Brisbane,67,Gabba,QLD,16
2015,round10,0Game7,West Coast,75,Perth Stadium,WA,2
2015,round10,0Game8,Hawthorn,132,MCG,VIC,6
2015,round10,0Game9,Collingwood,110,MCG,VIC,4
2015,round11,1Game1,Geelong,92,Kardinia Park,VIC,10
2015,round11,1Game2,Fremantle,53,Perth Stadium,WA,1
2015,round11,1Game3,Essendon,46,Docklands,VIC,13
2015,round11,1Game4,Sydney,91,SCG,NSW,2
2015,round11,1Game5,Greater Western Sydney,77,Sydney Showground,NSW,5
2015,round11,1Game6,Melbourne,83,MCG,VIC,15
2015,round12,2Game1,Hawthorn,114,MCG,VIC,6
2015,round12,2Game2,West Coast,90,Perth Stadium,WA,3
2015,round12,2Game3,Port Adelaide,106,Adelaide Oval,SA,10
2015,round12,2Game4,North Melbourne,117,Docklands,VIC,12
2015,round12,2Game5,Brisbane,74,Gabba,QLD,16
2015,round12,2Game6,Melbourne,113,MCG,VIC,15
2015,round13,3Game1,Collingwood,73,MCG,VIC,4
2015,round13,3Game2,Richmond,95,MCG,VIC,8
2015,round13,3Game3,Essendon,76,Docklands,VIC,13
2015,round13,3Game4,Adelaide,82,Adelaide Oval,SA,7
2015,round13,3Game5,Western Bulldogs,62,Docklands,VIC,9
2015,round13,3Game6,Gold Coast,69,Metricon,QLD,18
2015,round14,4Game1,Port Adelaide,84,Adelaide Oval,SA,12
2015,round14,4Game2,Hawthorn,101,MCG,VIC,4
2015,round14,4Game3,Greater Western Sydney,69,Sydney Showground,NSW,9
2015,round14,4Game4,North Melbourne,70,Docklands,VIC,11
2015,round14,4Game5,Carlton,53,Docklands,VIC,16
2015,round14,4Game6,West Coast,114,Perth Stadium,WA,2
2015,round14,4Game7,St. Kilda,162,Docklands,VIC,14
2015,round14,4Game8,Brisbane,48,Gabba,QLD,17
2015,round15,5Game1,Collingwood,63,MCG,VIC,5
2015,round15,5Game2,Carlton,41,Docklands,VIC,16
2015,round15,5Game3,Melbourne,60,MCG,VIC,15
2015,round15,5Game4,Gold Coast,73,Metricon,QLD,17
2015,round15,5Game5,Geelong,79,Kardinia Park,VIC,10
2015,round15,5Game6,Adelaide,91,Adelaide Oval,SA,8
2015,round15,5Game7,St. Kilda,49,Docklands,VIC,13
2015,round15,5Game8,Fremantle,43,Perth Stadium,WA,1
2015,round15,5Game9,Sydney,70,SCG,NSW,3
2015,round16,6Game1,Essendon,68,Docklands,VIC,14
2015,round16,6Game2,Western Bulldogs,64,Docklands,VIC,6
2015,round16,6Game3,Greater Western Sydney,94,Sydney Showground,NSW,8
2015,round16,6Game4,West Coast,87,Perth Stadium,WA,2
2015,round16,6Game5,Hawthorn,146,MCG,VIC,4
2015,round16,6Game6,Carlton,53,Docklands,VIC,16
2015,round16,6Game7,Brisbane,36,Gabba,QLD,18
2015,round16,6Game8,Adelaide,116,Adelaide Oval,SA,9
2015,round16,6Game9,Richmond,89,MCG,VIC,5
2015,round17,7Game1,Hawthorn,173,MCG,VIC,3
2015,round17,7Game2,Geelong,69,Kardinia Park,VIC,11
2015,round17,7Game3,Gold Coast,80,Metricon,QLD,17
2015,round17,7Game4,Fremantle,82,Perth Stadium,WA,1
2015,round17,7Game5,Port Adelaide,129,Adelaide Oval,SA,12
2015,round17,7Game6,North Melbourne,110,Docklands,VIC,10
2015,round17,7Game7,Collingwood,86,MCG,VIC,9
2015,round17,7Game8,St. Kilda,83,Docklands,VIC,13
2015,round17,7Game9,Sydney,51,SCG,NSW,4
2015,round18,8Game1,Richmond,71,MCG,VIC,5
2015,round18,8Game2,Brisbane,57,Gabba,QLD,18
2015,round18,8Game3,Melbourne,91,MCG,VIC,15
2015,round18,8Game4,Adelaide,65,Adelaide Oval,SA,7
2015,round18,8Game5,North Melbourne,118,Docklands,VIC,8
2015,round18,8Game6,West Coast,83,Perth Stadium,WA,2
2015,round18,8Game7,St. Kilda,49,Docklands,VIC,13
2015,round18,8Game8,Western Bulldogs,127,Docklands,VIC,6
2015,round18,8Game9,Greater Western Sydney,63,Sydney Showground,NSW,9
2015,round19,9Game1,Richmond,52,MCG,VIC,6
2015,round19,9Game2,Carlton,87,Docklands,VIC,16
2015,round19,9Game3,Port Adelaide,64,Adelaide Oval,SA,12
2015,round19,9Game4,Gold Coast,114,Metricon,QLD,17
2015,round19,9Game5,Sydney,63,SCG,NSW,4
2015,round19,9Game6,Hawthorn,88,MCG,VIC,3
2015,round19,9Game7,North Melbourne,127,Docklands,VIC,7
2015,round19,9Game8,Essendon,61,Docklands,VIC,15
2015,round19,9Game9,Fremantle,96,Perth Stadium,WA,1
2015,round20,0Game1,Collingwood,76,MCG,VIC,11
2015,round20,0Game2,Adelaide,171,Adelaide Oval,SA,9
2015,round20,0Game3,St. Kilda,83,Docklands,VIC,13
2015,round20,0Game4,Greater Western Sydney,90,Sydney Showground,NSW,10
2015,round20,0Game5,Hawthorn,121,MCG,VIC,3
2015,round20,0Game6,Carlton,67,Docklands,VIC,17
2015,round20,0Game7,Gold Coast,55,Metricon,QLD,16
2015,round20,0Game8,Melbourne,55,MCG,VIC,14
2015,round20,0Game9,West Coast,104,Perth Stadium,WA,2
2015,round21,1Game1,Port Adelaide,108,Adelaide Oval,SA,12
2015,round21,1Game2,Richmond,147,MCG,VIC,6
2015,round21,1Game3,Sydney,133,SCG,NSW,5
2015,round21,1Game4,Essendon,95,Docklands,VIC,15
2015,round21,1Game5,Geelong,97,Kardinia Park,VIC,9
2015,round21,1Game6,Brisbane,44,Gabba,QLD,17
2015,round21,1Game7,Fremantle,83,Perth Stadium,WA,1
2015,round21,1Game8,Melbourne,55,MCG,VIC,14
2015,round21,1Game9,Western Bulldogs,85,Docklands,VIC,4
2015,round22,2Game1,Collingwood,110,MCG,VIC,12
2015,round22,2Game2,Carlton,51,Docklands,VIC,17
2015,round22,2Game3,Brisbane,62,Gabba,QLD,18
2015,round22,2Game4,Western Bulldogs,96,Docklands,VIC,6
2015,round22,2Game5,Richmond,74,MCG,VIC,5
2015,round22,2Game6,Port Adelaide,88,Adelaide Oval,SA,10
2015,round22,2Game7,West Coast,69,Perth Stadium,WA,2
2015,round22,2Game8,Sydney,135,SCG,NSW,4
2015,round22,2Game9,Melbourne,54,MCG,VIC,14
2015,round23,3Game1,North Melbourne,67,Docklands,VIC,8
2015,round23,3Game2,Adelaide,80,Adelaide Oval,SA,7
2015,round23,3Game3,Western Bulldogs,122,Docklands,VIC,6
2015,round23,3Game4,Fremantle,53,Perth Stadium,WA,1
2015,round23,3Game5,Carlton,56,Docklands,VIC,17
2015,round23,3Game6,Gold Coast,64,Metricon,QLD,16
2015,round23,3Game7,St. Kilda,30,Docklands,VIC,13
2015,round23,3Game8,Greater Western Sydney,77,Sydney Showground,NSW,10
2015,round23,3Game9,Essendon,95,Docklands,VIC,15
2014,round1,Game1,Fremantle,116,Perth Stadium,WA,3
2014,round1,Game2,Sydney,67,SCG,NSW,4
2014,round1,Game3,Richmond,69,MCG,VIC,5
2014,round1,Game4,Port Adelaide,120,Adelaide Oval,SA,7
2014,round1,Game5,Adelaide,81,Adelaide Oval,SA,11
2014,round1,Game6,Essendon,99,Docklands,VIC,9
2014,round1,Game7,Brisbane,91,Gabba,QLD,12
2014,round1,Game8,Melbourne,51,MCG,VIC,17
2014,round1,Game9,Western Bulldogs,69,Docklands,VIC,15
2014,round2,Game1,Carlton,86,Docklands,VIC,12
2014,round2,Game2,Hawthorn,90,MCG,VIC,4
2014,round2,Game3,Greater Western Sydney,88,Sydney Showground,NSW,5
2014,round2,Game4,Adelaide,73,Adelaide Oval,SA,13
2014,round2,Game5,Gold Coast,39,Metricon,QLD,9
2014,round2,Game6,Collingwood,89,MCG,VIC,18
2014,round2,Game7,Geelong,93,Kardinia Park,VIC,6
2014,round2,Game8,West Coast,123,Perth Stadium,WA,2
2014,round2,Game9,North Melbourne,83,Docklands,VIC,16
2014,round3,Game1,Fremantle,79,Perth Stadium,WA,2
2014,round3,Game2,Richmond,98,MCG,VIC,9
2014,round3,Game3,Sydney,134,SCG,NSW,14
2014,round3,Game4,Brisbane,61,Gabba,QLD,15
2014,round3,Game5,Geelong,87,Kardinia Park,VIC,4
2014,round3,Game6,St. Kilda,58,Docklands,VIC,6
2014,round3,Game7,Melbourne,47,MCG,VIC,18
2014,round3,Game8,Port Adelaide,90,Adelaide Oval,SA,3
2014,round3,Game9,Carlton,57,Docklands,VIC,13
2014,round4,Game1,Collingwood,110,MCG,VIC,13
2014,round4,Game2,Melbourne,81,MCG,VIC,18
2014,round4,Game3,Brisbane,46,Gabba,QLD,16
2014,round4,Game4,Western Bulldogs,110,Docklands,VIC,14
2014,round4,Game5,Hawthorn,148,MCG,VIC,2
2014,round4,Game6,West Coast,32,Perth Stadium,WA,1
2014,round4,Game7,North Melbourne,91,Docklands,VIC,10
2014,round4,Game8,Adelaide,136,Adelaide Oval,SA,17
2014,round4,Game9,Essendon,60,Docklands,VIC,4
2014,round5,Game1,Richmond,106,MCG,VIC,14
2014,round5,Game2,North Melbourne,58,Docklands,VIC,6
2014,round5,Game3,Fremantle,75,Perth Stadium,WA,5
2014,round5,Game4,Port Adelaide,70,Adelaide Oval,SA,3
2014,round5,Game5,St. Kilda,81,Docklands,VIC,12
2014,round5,Game6,Greater Western Sydney,72,Sydney Showground,NSW,8
2014,round5,Game7,Gold Coast,86,Metricon,QLD,11
2014,round5,Game8,Carlton,119,Docklands,VIC,17
2014,round5,Game9,Hawthorn,87,MCG,VIC,1
2014,round6,Game1,Essendon,60,Docklands,VIC,10
2014,round6,Game2,North Melbourne,74,Docklands,VIC,7
2014,round6,Game3,Brisbane,82,Gabba,QLD,18
2014,round6,Game4,Greater Western Sydney,94,Sydney Showground,NSW,14
2014,round6,Game5,West Coast,89,Perth Stadium,WA,4
2014,round6,Game6,Sydney,69,SCG,NSW,13
2014,round6,Game7,Adelaide,92,Adelaide Oval,SA,12
2014,round6,Game8,Hawthorn,118,MCG,VIC,3
2014,round6,Game9,Geelong,67,Kardinia Park,VIC,1
2014,round7,Game1,Collingwood,104,MCG,VIC,4
2014,round7,Game2,St. Kilda,30,Docklands,VIC,11
2014,round7,Game3,Port Adelaide,132,Adelaide Oval,SA,1
2014,round7,Game4,Melbourne,70,MCG,VIC,17
2014,round7,Game5,Western Bulldogs,65,Docklands,VIC,15
2014,round7,Game6,Sydney,123,SCG,NSW,9
2014,round7,Game7,Gold Coast,120,Metricon,QLD,6
2014,round7,Game8,Fremantle,73,Perth Stadium,WA,8
2014,round7,Game9,Richmond,76,MCG,VIC,13
2014,round8,Game1,Hawthorn,88,MCG,VIC,1
2014,round8,Game2,Fremantle,76,Perth Stadium,WA,6
2014,round8,Game3,Essendon,65,Docklands,VIC,10
2014,round8,Game4,Western Bulldogs,99,Docklands,VIC,15
2014,round8,Game5,Greater Western Sydney,77,Sydney Showground,NSW,14
2014,round8,Game6,Carlton,101,Docklands,VIC,16
2014,round9,Game1,Collingwood,55,MCG,VIC,5
2014,round9,Game2,Sydney,114,SCG,NSW,4
2014,round9,Game3,Melbourne,91,MCG,VIC,17
2014,round9,Game4,Brisbane,38,Gabba,QLD,18
2014,round9,Game5,Geelong,64,Kardinia Park,VIC,3
2014,round9,Game6,Gold Coast,125,Metricon,QLD,6
2014,round10,0Game1,North Melbourne,91,Docklands,VIC,7
2014,round10,0Game2,Richmond,154,MCG,VIC,16
2014,round10,0Game3,West Coast,101,Perth Stadium,WA,9
2014,round10,0Game4,Hawthorn,86,MCG,VIC,2
2014,round10,0Game5,Western Bulldogs,74,Docklands,VIC,12
2014,round10,0Game6,Adelaide,76,Adelaide Oval,SA,10
2014,round11,1Game1,Geelong,38,Kardinia Park,VIC,4
2014,round11,1Game2,Collingwood,140,MCG,VIC,8
2014,round11,1Game3,Port Adelaide,95,Adelaide Oval,SA,1
2014,round11,1Game4,Carlton,91,Docklands,VIC,13
2014,round11,1Game5,Richmond,54,MCG,VIC,16
2014,round11,1Game6,Gold Coast,77,Metricon,QLD,5
2014,round11,1Game7,Fremantle,89,Perth Stadium,WA,6
2014,round11,1Game8,Greater Western Sydney,87,Sydney Showground,NSW,17
2014,round11,1Game9,North Melbourne,82,Docklands,VIC,7
2014,round12,2Game1,Carlton,102,Docklands,VIC,12
2014,round12,2Game2,West Coast,79,Perth Stadium,WA,9
2014,round12,2Game3,St. Kilda,59,Docklands,VIC,16
2014,round12,2Game4,Essendon,81,Docklands,VIC,11
2014,round12,2Game5,Brisbane,95,Gabba,QLD,18
2014,round12,2Game6,Sydney,109,SCG,NSW,5
2014,round12,2Game7,Adelaide,50,Adelaide Oval,SA,9
2014,round12,2Game8,Richmond,88,MCG,VIC,13
2014,round12,2Game9,Collingwood,61,MCG,VIC,4
2014,round13,3Game1,Hawthorn,118,MCG,VIC,2
2014,round13,3Game2,Fremantle,105,Perth Stadium,WA,7
2014,round13,3Game3,Port Adelaide,94,Adelaide Oval,SA,1
2014,round13,3Game4,Gold Coast,100,Metricon,QLD,8
2014,round13,3Game5,North Melbourne,73,Docklands,VIC,7
2014,round13,3Game6,Greater Western Sydney,125,Sydney Showground,NSW,18
2014,round13,3Game7,St. Kilda,37,Docklands,VIC,17
2014,round13,3Game8,Western Bulldogs,106,Docklands,VIC,14
2014,round13,3Game9,Melbourne,78,MCG,VIC,15
2014,round14,4Game1,Sydney,62,SCG,NSW,3
2014,round14,4Game2,Western Bulldogs,56,Docklands,VIC,13
2014,round14,4Game3,Collingwood,86,MCG,VIC,6
2014,round14,4Game4,Geelong,78,Kardinia Park,VIC,4
2014,round14,4Game5,Brisbane,22,Gabba,QLD,17
2014,round14,4Game6,Adelaide,92,Adelaide Oval,SA,10
2014,round14,4Game7,Carlton,92,Docklands,VIC,12
2014,round14,4Game8,West Coast,103,Perth Stadium,WA,11
2014,round14,4Game9,North Melbourne,107,Docklands,VIC,7
2014,round15,5Game1,Essendon,80,Docklands,VIC,9
2014,round15,5Game2,Gold Coast,63,Metricon,QLD,8
2014,round15,5Game3,Richmond,117,MCG,VIC,16
2014,round15,5Game4,West Coast,81,Perth Stadium,WA,10
2014,round15,5Game5,North Melbourne,66,Docklands,VIC,7
2014,round15,5Game6,Greater Western Sydney,60,Sydney Showground,NSW,14
2014,round15,5Game7,Melbourne,85,MCG,VIC,15
2014,round15,5Game8,Port Adelaide,76,Adelaide Oval,SA,1
2014,round15,5Game9,Carlton,76,Docklands,VIC,12
2014,round16,6Game1,Hawthorn,88,MCG,VIC,1
2014,round16,6Game2,Brisbane,54,Gabba,QLD,17
2014,round16,6Game3,Adelaide,140,Adelaide Oval,SA,9
2014,round16,6Game4,Collingwood,75,MCG,VIC,6
2014,round16,6Game5,Essendon,62,Docklands,VIC,10
2014,round16,6Game6,Fremantle,97,Perth Stadium,WA,4
2014,round16,6Game7,St. Kilda,66,Docklands,VIC,18
2014,round16,6Game8,Sydney,79,SCG,NSW,3
2014,round16,6Game9,Western Bulldogs,56,Docklands,VIC,12
2014,round17,7Game1,Hawthorn,104,MCG,VIC,2
2014,round17,7Game2,Geelong,102,Kardinia Park,VIC,5
2014,round17,7Game3,St. Kilda,33,Docklands,VIC,18
2014,round17,7Game4,Gold Coast,66,Metricon,QLD,8
2014,round17,7Game5,Carlton,51,Docklands,VIC,13
2014,round17,7Game6,West Coast,76,Perth Stadium,WA,11
2014,round17,7Game7,Port Adelaide,106,Adelaide Oval,SA,3
2014,round17,7Game8,Collingwood,39,MCG,VIC,6
2014,round17,7Game9,Greater Western Sydney,60,Sydney Showground,NSW,15
2014,round18,8Game1,North Melbourne,86,Docklands,VIC,6
2014,round18,8Game2,Fremantle,60,Perth Stadium,WA,2
2014,round18,8Game3,Geelong,94,Kardinia Park,VIC,4
2014,round18,8Game4,Melbourne,69,MCG,VIC,16
2014,round18,8Game5,Essendon,101,Docklands,VIC,7
2014,round18,8Game6,Richmond,59,MCG,VIC,12
2014,round18,8Game7,Gold Coast,56,Metricon,QLD,9
2014,round18,8Game8,Sydney,94,SCG,NSW,1
2014,round18,8Game9,Adelaide,98,Adelaide Oval,SA,10
2014,round19,9Game1,Carlton,78,Docklands,VIC,13
2014,round19,9Game2,Essendon,57,Docklands,VIC,7
2014,round19,9Game3,West Coast,136,Perth Stadium,WA,11
2014,round19,9Game4,Greater Western Sydney,62,Sydney Showground,NSW,16
2014,round19,9Game5,Geelong,111,Kardinia Park,VIC,3
2014,round19,9Game6,St. Kilda,64,Docklands,VIC,18
2014,round19,9Game7,Brisbane,74,Gabba,QLD,15
