Year,Round,Game,Away,Away Score,Home Field-A,Away State,LP-A
2014,round19,9Game8,Western Bulldogs,45,Docklands,VIC,14
2014,round19,9Game9,Port Adelaide,70,Adelaide Oval,SA,5
2014,round20,0Game1,Essendon,77,Docklands,VIC,7
2014,round20,0Game2,North Melbourne,126,Docklands,VIC,6
2014,round20,0Game3,Gold Coast,58,Metricon,QLD,9
2014,round20,0Game4,Melbourne,65,MCG,VIC,17
2014,round20,0Game5,Fremantle,79,Perth Stadium,WA,4
2014,round20,0Game6,Sydney,84,SCG,NSW,2
2014,round20,0Game7,Adelaide,168,Adelaide Oval,SA,10
2014,round20,0Game8,Western Bulldogs,122,Docklands,VIC,14
2014,round20,0Game9,Collingwood,66,MCG,VIC,8
2014,round21,1Game1,Geelong,82,Kardinia Park,VIC,3
2014,round21,1Game2,St. Kilda,56,Docklands,VIC,18
2014,round21,1Game3,Port Adelaide,56,Adelaide Oval,SA,5
2014,round21,1Game4,West Coast,74,Perth Stadium,WA,11
2014,round21,1Game5,Richmond,79,MCG,VIC,12
2014,round21,1Game6,Brisbane,123,Gabba,QLD,15
2014,round21,1Game7,Western Bulldogs,61,Docklands,VIC,14
2014,round21,1Game8,Greater Western Sydney,98,Sydney Showground,NSW,17
2014,round21,1Game9,Hawthorn,91,MCG,VIC,1
2014,round22,2Game1,Carlton,37,Docklands,VIC,13
2014,round22,2Game2,Adelaide,94,Adelaide Oval,SA,8
2014,round22,2Game3,Gold Coast,89,Metricon,QLD,11
2014,round22,2Game4,Collingwood,75,MCG,VIC,10
2014,round22,2Game5,Geelong,71,Kardinia Park,VIC,2
2014,round22,2Game6,Melbourne,53,MCG,VIC,17
2014,round22,2Game7,Fremantle,106,Perth Stadium,WA,4
2014,round22,2Game8,Sydney,130,SCG,NSW,1
2014,round22,2Game9,St. Kilda,72,Docklands,VIC,18
2014,round23,3Game1,Hawthorn,121,MCG,VIC,2
2014,round23,3Game2,Essendon,90,Docklands,VIC,7
2014,round23,3Game3,Port Adelaide,97,Adelaide Oval,SA,5
2014,round23,3Game4,Richmond,68,MCG,VIC,8
2014,round23,3Game5,Brisbane,81,Gabba,QLD,15
2014,round23,3Game6,Melbourne,93,MCG,VIC,17
2014,round23,3Game7,West Coast,151,Perth Stadium,WA,10
2014,round23,3Game8,St. Kilda,62,Docklands,VIC,18
2014,round23,3Game9,Greater Western Sydney,115,Sydney Showground,NSW,16
2013,round1,Game1,Essendon,117,Docklands,VIC,11
2013,round1,Game2,West Coast,80,Perth Stadium,WA,5
2013,round1,Game3,Richmond,106,MCG,VIC,12
2013,round1,Game4,Brisbane,59,Gabba,QLD,13
2013,round1,Game5,Sydney,106,SCG,NSW,3
2013,round1,Game6,St. Kilda,77,Docklands,VIC,9
2013,round1,Game7,Port Adelaide,133,Adelaide Oval,SA,14
2013,round1,Game8,Collingwood,103,MCG,VIC,4
2013,round1,Game9,Geelong,93,Kardinia Park,VIC,6
2013,round2,Game1,Richmond,99,MCG,VIC,9
2013,round2,Game2,Gold Coast,73,Metricon,QLD,7
2013,round2,Game3,Fremantle,106,Perth Stadium,WA,5
2013,round2,Game4,Adelaide,96,Adelaide Oval,SA,16
2013,round2,Game5,Greater Western Sydney,78,Sydney Showground,NSW,15
2013,round2,Game6,Melbourne,36,MCG,VIC,18
2013,round2,Game7,North Melbourne,108,Docklands,VIC,13
2013,round2,Game8,Carlton,100,Docklands,VIC,10
2013,round2,Game9,Hawthorn,148,MCG,VIC,11
2013,round3,Game1,Essendon,72,Docklands,VIC,1
2013,round3,Game2,Sydney,131,SCG,NSW,3
2013,round3,Game3,West Coast,177,Perth Stadium,WA,15
2013,round3,Game4,St. Kilda,140,Docklands,VIC,14
2013,round3,Game5,Carlton,103,Docklands,VIC,13
2013,round3,Game6,Brisbane,94,Gabba,QLD,17
2013,round3,Game7,Western Bulldogs,68,Docklands,VIC,8
2013,round3,Game8,Hawthorn,145,MCG,VIC,9
2013,round3,Game9,Adelaide,109,Adelaide Oval,SA,10
2013,round4,Game1,Geelong,124,Kardinia Park,VIC,5
2013,round4,Game2,Fremantle,76,Perth Stadium,WA,7
2013,round4,Game3,Collingwood,113,MCG,VIC,8
2013,round4,Game4,Essendon,128,Docklands,VIC,1
2013,round4,Game5,Carlton,89,Docklands,VIC,15
2013,round4,Game6,Port Adelaide,104,Adelaide Oval,SA,2
2013,round4,Game7,Greater Western Sydney,103,Sydney Showground,NSW,17
2013,round4,Game8,Western Bulldogs,28,Docklands,VIC,12
2013,round4,Game9,Brisbane,62,Gabba,QLD,14
2013,round5,Game1,Collingwood,75,MCG,VIC,7
2013,round5,Game2,Sydney,79,SCG,NSW,5
2013,round5,Game3,Richmond,80,MCG,VIC,6
2013,round5,Game4,Gold Coast,148,Metricon,QLD,14
2013,round5,Game5,Adelaide,83,Adelaide Oval,SA,8
2013,round5,Game6,West Coast,79,Perth Stadium,WA,12
2013,round5,Game7,Geelong,107,Kardinia Park,VIC,3
2013,round5,Game8,Melbourne,94,MCG,VIC,17
2013,round5,Game9,North Melbourne,96,Docklands,VIC,11
2013,round6,Game1,St. Kilda,77,Docklands,VIC,14
2013,round6,Game2,Greater Western Sydney,81,Sydney Showground,NSW,18
2013,round6,Game3,Port Adelaide,83,Adelaide Oval,SA,2
2013,round6,Game4,Hawthorn,89,MCG,VIC,4
2013,round6,Game5,Fremantle,99,Perth Stadium,WA,7
2013,round6,Game6,Geelong,131,Kardinia Park,VIC,3
2013,round6,Game7,Brisbane,55,Gabba,QLD,12
2013,round6,Game8,Melbourne,60,MCG,VIC,17
2013,round6,Game9,Western Bulldogs,67,Docklands,VIC,16
2013,round7,Game1,Essendon,85,Docklands,VIC,1
2013,round7,Game2,Richmond,114,MCG,VIC,9
2013,round7,Game3,West Coast,108,Perth Stadium,WA,10
2013,round7,Game4,North Melbourne,151,Docklands,VIC,11
2013,round7,Game5,Collingwood,73,MCG,VIC,7
2013,round7,Game6,Sydney,82,SCG,NSW,4
2013,round7,Game7,Adelaide,187,Adelaide Oval,SA,12
2013,round7,Game8,Gold Coast,114,Metricon,QLD,13
2013,round7,Game9,Carlton,68,Docklands,VIC,8
2013,round8,Game1,North Melbourne,88,Docklands,VIC,12
2013,round8,Game2,Brisbane,96,Gabba,QLD,15
2013,round8,Game3,Greater Western Sydney,57,Sydney Showground,NSW,18
2013,round8,Game4,Western Bulldogs,61,Docklands,VIC,16
2013,round8,Game5,Fremantle,70,Perth Stadium,WA,6
2013,round8,Game6,Geelong,96,Kardinia Park,VIC,1
2013,round8,Game7,Port Adelaide,91,Adelaide Oval,SA,4
2013,round8,Game8,Melbourne,72,MCG,VIC,17
2013,round8,Game9,St. Kilda,47,Docklands,VIC,14
2013,round9,Game1,Sydney,102,SCG,NSW,4
2013,round9,Game2,Geelong,116,Kardinia Park,VIC,2
2013,round9,Game3,West Coast,155,Perth Stadium,WA,11
2013,round9,Game4,Western Bulldogs,110,Docklands,VIC,16
2013,round9,Game5,Carlton,98,Docklands,VIC,10
2013,round9,Game6,Essendon,91,Docklands,VIC,3
2013,round9,Game7,Gold Coast,92,Metricon,QLD,12
2013,round9,Game8,Adelaide,125,Adelaide Oval,SA,9
2013,round9,Game9,Melbourne,40,MCG,VIC,17
2013,round10,0Game1,Collingwood,100,MCG,VIC,11
2013,round10,0Game2,Greater Western Sydney,54,Sydney Showground,NSW,18
2013,round10,0Game3,Fremantle,66,Perth Stadium,WA,4
2013,round10,0Game4,Essendon,71,Docklands,VIC,3
2013,round10,0Game5,Gold Coast,71,Metricon,QLD,12
2013,round10,0Game6,Port Adelaide,58,Adelaide Oval,SA,9
2013,round10,0Game7,Hawthorn,143,MCG,VIC,1
2013,round10,0Game8,St. Kilda,65,Docklands,VIC,15
2013,round10,0Game9,Richmond,103,MCG,VIC,10
2013,round11,1Game1,Carlton,72,Docklands,VIC,6
2013,round11,1Game2,Geelong,157,Kardinia Park,VIC,2
2013,round11,1Game3,Sydney,127,SCG,NSW,3
2013,round11,1Game4,North Melbourne,51,Docklands,VIC,12
2013,round11,1Game5,West Coast,84,Perth Stadium,WA,10
2013,round11,1Game6,Collingwood,122,MCG,VIC,8
2013,round12,2Game1,Hawthorn,102,MCG,VIC,2
2013,round12,2Game2,Adelaide,72,Adelaide Oval,SA,10
2013,round12,2Game3,Brisbane,46,Gabba,QLD,15
2013,round12,2Game4,Gold Coast,72,Metricon,QLD,12
2013,round12,2Game5,Port Adelaide,125,Adelaide Oval,SA,11
2013,round12,2Game6,Western Bulldogs,65,Docklands,VIC,14
2013,round13,3Game1,West Coast,103,Perth Stadium,WA,9
2013,round13,3Game2,Sydney,54,SCG,NSW,4
2013,round13,3Game3,Melbourne,69,MCG,VIC,17
2013,round13,3Game4,Richmond,121,MCG,VIC,7
2013,round13,3Game5,North Melbourne,29,Docklands,VIC,13
2013,round13,3Game6,Geelong,98,Kardinia Park,VIC,2
2013,round14,4Game1,Essendon,98,Docklands,VIC,4
2013,round14,4Game2,Carlton,43,Docklands,VIC,9
2013,round14,4Game3,Adelaide,111,Adelaide Oval,SA,11
2013,round14,4Game4,Collingwood,51,MCG,VIC,7
2013,round14,4Game5,Western Bulldogs,100,Docklands,VIC,16
2013,round14,4Game6,Fremantle,44,Perth Stadium,WA,3
2013,round14,4Game7,Brisbane,85,Gabba,QLD,14
2013,round14,4Game8,Greater Western Sydney,44,Sydney Showground,NSW,18
2013,round14,4Game9,St. Kilda,55,Docklands,VIC,15
2013,round15,5Game1,Collingwood,118,MCG,VIC,8
2013,round15,5Game2,Western Bulldogs,87,Docklands,VIC,16
2013,round15,5Game3,Richmond,66,MCG,VIC,6
2013,round15,5Game4,Gold Coast,83,Metricon,QLD,13
2013,round15,5Game5,West Coast,75,Perth Stadium,WA,10
2013,round15,5Game6,Hawthorn,72,MCG,VIC,1
2013,round15,5Game7,Sydney,116,SCG,NSW,4
2013,round15,5Game8,St. Kilda,70,Docklands,VIC,15
2013,round15,5Game9,Port Adelaide,88,Adelaide Oval,SA,7
2013,round16,6Game1,Adelaide,84,Adelaide Oval,SA,12
2013,round16,6Game2,Hawthorn,124,MCG,VIC,1
2013,round16,6Game3,Melbourne,30,MCG,VIC,17
2013,round16,6Game4,Gold Coast,44,Metricon,QLD,13
2013,round16,6Game5,North Melbourne,105,Docklands,VIC,10
2013,round16,6Game6,St. Kilda,74,Docklands,VIC,16
2013,round16,6Game7,Greater Western Sydney,42,Sydney Showground,NSW,18
2013,round16,6Game8,Essendon,121,Docklands,VIC,3
2013,round16,6Game9,Fremantle,121,Perth Stadium,WA,5
2013,round17,7Game1,Carlton,109,Docklands,VIC,9
2013,round17,7Game2,Western Bulldogs,76,Docklands,VIC,15
2013,round17,7Game3,Essendon,116,Docklands,VIC,3
2013,round17,7Game4,Collingwood,78,MCG,VIC,7
2013,round17,7Game5,Brisbane,94,Gabba,QLD,13
2013,round17,7Game6,Port Adelaide,97,Adelaide Oval,SA,8
2013,round17,7Game7,Fremantle,57,Perth Stadium,WA,5
2013,round17,7Game8,Geelong,92,Kardinia Park,VIC,2
2013,round17,7Game9,Sydney,113,SCG,NSW,4
2013,round18,8Game1,Hawthorn,143,MCG,VIC,1
2013,round18,8Game2,Carlton,120,Docklands,VIC,9
2013,round18,8Game3,North Melbourne,150,Docklands,VIC,13
2013,round18,8Game4,Greater Western Sydney,66,Sydney Showground,NSW,18
2013,round18,8Game5,Adelaide,53,Adelaide Oval,SA,11
2013,round18,8Game6,St. Kilda,36,Docklands,VIC,16
2013,round18,8Game7,Brisbane,62,Gabba,QLD,12
2013,round18,8Game8,West Coast,89,Perth Stadium,WA,10
2013,round18,8Game9,Richmond,63,MCG,VIC,6
2013,round19,9Game1,Geelong,86,Kardinia Park,VIC,2
2013,round19,9Game2,Melbourne,87,MCG,VIC,17
2013,round19,9Game3,Richmond,107,MCG,VIC,6
2013,round19,9Game4,Gold Coast,113,Metricon,QLD,14
2013,round19,9Game5,St. Kilda,77,Docklands,VIC,16
2013,round19,9Game6,Fremantle,116,Perth Stadium,WA,5
2013,round19,9Game7,Sydney,134,SCG,NSW,3
2013,round19,9Game8,Port Adelaide,107,Adelaide Oval,SA,8
2013,round19,9Game9,Essendon,54,Docklands,VIC,4
2013,round20,0Game1,Hawthorn,102,MCG,VIC,1
2013,round20,0Game2,Brisbane,74,Gabba,QLD,12
2013,round20,0Game3,Port Adelaide,104,Adelaide Oval,SA,8
2013,round20,0Game4,Western Bulldogs,117,Docklands,VIC,15
2013,round20,0Game5,Melbourne,77,MCG,VIC,17
2013,round20,0Game6,Collingwood,100,MCG,VIC,6
2013,round20,0Game7,West Coast,120,Perth Stadium,WA,11
2013,round20,0Game8,North Melbourne,70,Docklands,VIC,10
2013,round20,0Game9,Greater Western Sydney,44,Sydney Showground,NSW,18
2013,round21,1Game1,Collingwood,84,MCG,VIC,5
2013,round21,1Game2,Carlton,106,Docklands,VIC,9
2013,round21,1Game3,Gold Coast,96,Metricon,QLD,14
2013,round21,1Game4,North Melbourne,115,Docklands,VIC,11
2013,round21,1Game5,Geelong,107,Kardinia Park,VIC,2
2013,round21,1Game6,Greater Western Sydney,63,Sydney Showground,NSW,18
2013,round21,1Game7,Fremantle,133,Perth Stadium,WA,4
2013,round21,1Game8,St. Kilda,59,Docklands,VIC,16
2013,round21,1Game9,Adelaide,114,Adelaide Oval,SA,12
2013,round22,2Game1,West Coast,39,Perth Stadium,WA,11
2013,round22,2Game2,Melbourne,52,MCG,VIC,17
2013,round22,2Game3,Hawthorn,117,MCG,VIC,1
2013,round22,2Game4,Sydney,48,SCG,NSW,3
2013,round22,2Game5,Port Adelaide,60,Adelaide Oval,SA,8
2013,round22,2Game6,Essendon,82,Docklands,VIC,7
2013,round22,2Game7,Gold Coast,70,Metricon,QLD,14
2013,round22,2Game8,Richmond,163,MCG,VIC,5
2013,round22,2Game9,Western Bulldogs,93,Docklands,VIC,15
2013,round23,3Game1,Hawthorn,112,MCG,VIC,1
2013,round23,3Game2,Fremantle,41,Perth Stadium,WA,3
2013,round23,3Game3,Brisbane,111,Gabba,QLD,10
2013,round23,3Game4,Carlton,104,Docklands,VIC,9
2013,round23,3Game5,Adelaide,129,Adelaide Oval,SA,12
2013,round23,3Game6,Richmond,104,MCG,VIC,5
2013,round23,3Game7,Greater Western Sydney,63,Sydney Showground,NSW,18
2013,round23,3Game8,North Melbourne,125,Docklands,VIC,11
2013,round23,3Game9,Melbourne,87,MCG,VIC,17
2012,round1,Game1,Sydney,100,SCG,NSW,7
2012,round1,Game2,Carlton,125,Docklands,VIC,5
2012,round1,Game3,Collingwood,115,MCG,VIC,1
2012,round1,Game4,Brisbane,119,Gabba,QLD,15
2012,round1,Game5,Adelaide,137,Adelaide Oval,SA,14
2012,round1,Game6,Geelong,101,Kardinia Park,VIC,2
2012,round1,Game7,Essendon,104,Docklands,VIC,8
2012,round1,Game8,West Coast,136,Perth Stadium,WA,4
2012,round1,Game9,St. Kilda,85,Docklands,VIC,6
2012,round2,Game1,Carlton,154,Docklands,VIC,4
2012,round2,Game2,Port Adelaide,86,Adelaide Oval,SA,7
2012,round2,Game3,Fremantle,81,Perth Stadium,WA,8
2012,round2,Game4,Melbourne,58,MCG,VIC,14
2012,round2,Game5,Western Bulldogs,64,Docklands,VIC,16
2012,round2,Game6,Richmond,64,MCG,VIC,15
2012,round2,Game7,Greater Western Sydney,54,Sydney Showground,NSW,18
2012,round2,Game8,Gold Coast,47,Metricon,QLD,17
2012,round2,Game9,Hawthorn,90,MCG,VIC,6
2012,round3,Game1,Collingwood,62,MCG,VIC,9
2012,round3,Game2,Melbourne,74,MCG,VIC,16
2012,round3,Game3,Sydney,105,SCG,NSW,4
2012,round3,Game4,Brisbane,35,Gabba,QLD,13
2012,round3,Game5,St. Kilda,103,Docklands,VIC,7
2012,round3,Game6,Essendon,105,Docklands,VIC,5
2012,round3,Game7,West Coast,150,Perth Stadium,WA,1
2012,round3,Game8,Adelaide,84,Adelaide Oval,SA,3
2012,round3,Game9,Geelong,114,Kardinia Park,VIC,10
2012,round4,Game1,Fremantle,92,Perth Stadium,WA,9
2012,round4,Game2,Essendon,109,Docklands,VIC,4
2012,round4,Game3,Port Adelaide,73,Adelaide Oval,SA,12
2012,round4,Game4,Greater Western Sydney,50,Sydney Showground,NSW,18
2012,round4,Game5,Gold Coast,46,Metricon,QLD,16
2012,round4,Game6,Hawthorn,46,MCG,VIC,7
2012,round4,Game7,Richmond,65,MCG,VIC,10
2012,round4,Game8,North Melbourne,77,Docklands,VIC,6
2012,round4,Game9,Western Bulldogs,88,Docklands,VIC,15
2012,round5,Game1,Essendon,79,Docklands,VIC,3
2012,round5,Game2,Carlton,65,Docklands,VIC,4
2012,round5,Game3,Western Bulldogs,104,Docklands,VIC,15
2012,round5,Game4,Gold Coast,93,Metricon,QLD,17
2012,round5,Game5,St. Kilda,84,Docklands,VIC,7
2012,round5,Game6,Geelong,79,Kardinia Park,VIC,10
2012,round5,Game7,Sydney,106,SCG,NSW,2
2012,round5,Game8,West Coast,107,Perth Stadium,WA,1
2012,round5,Game9,Port Adelaide,91,Adelaide Oval,SA,14
2012,round6,Game1,Collingwood,98,MCG,VIC,10
2012,round6,Game2,Brisbane,62,Gabba,QLD,12
2012,round6,Game3,Melbourne,76,MCG,VIC,16
2012,round6,Game4,Fremantle,94,Perth Stadium,WA,9
2012,round6,Game5,Adelaide,99,Adelaide Oval,SA,4
2012,round6,Game6,Hawthorn,123,MCG,VIC,11
2012,round6,Game7,Greater Western Sydney,43,Sydney Showground,NSW,18
2012,round6,Game8,Richmond,91,MCG,VIC,14
2012,round6,Game9,North Melbourne,95,Docklands,VIC,7
2012,round7,Game1,Hawthorn,115,MCG,VIC,11
2012,round7,Game2,Geelong,72,Kardinia Park,VIC,6
2012,round7,Game3,Gold Coast,67,Metricon,QLD,16
2012,round7,Game4,Sydney,62,SCG,NSW,3
2012,round7,Game5,Collingwood,116,MCG,VIC,8
2012,round7,Game6,West Coast,52,Perth Stadium,WA,1
2012,round7,Game7,Western Bulldogs,101,Docklands,VIC,13
2012,round7,Game8,Port Adelaide,47,Adelaide Oval,SA,15
2012,round7,Game9,Carlton,98,Docklands,VIC,2
2012,round8,Game1,Geelong,84,Kardinia Park,VIC,10
2012,round8,Game2,North Melbourne,93,Docklands,VIC,11
2012,round8,Game3,Fremantle,63,Perth Stadium,WA,6
2012,round8,Game4,Melbourne,37,MCG,VIC,18
2012,round8,Game5,Gold Coast,34,Metricon,QLD,17
2012,round8,Game6,Richmond,109,MCG,VIC,12
2012,round8,Game7,Greater Western Sydney,40,Sydney Showground,NSW,16
2012,round8,Game8,Adelaide,124,Adelaide Oval,SA,3
2012,round8,Game9,St. Kilda,91,Docklands,VIC,8
2012,round9,Game1,Geelong,95,Kardinia Park,VIC,10
2012,round9,Game2,Hawthorn,75,MCG,VIC,6
2012,round9,Game3,Port Adelaide,118,Adelaide Oval,SA,15
2012,round9,Game4,Sydney,83,SCG,NSW,4
2012,round9,Game5,Collingwood,75,MCG,VIC,5
2012,round9,Game6,Essendon,119,Docklands,VIC,3
2012,round9,Game7,Brisbane,96,Gabba,QLD,14
2012,round9,Game8,Melbourne,49,MCG,VIC,18
2012,round9,Game9,Fremantle,36,Perth Stadium,WA,8
2012,round10,Game1,Richmond,121,MCG,VIC,12
2012,round10,Game2,Greater Western Sydney,61,Sydney Showground,NSW,16
2012,round10,Game3,North Melbourne,59,Docklands,VIC,11
2012,round10,Game4,Adelaide,111,Adelaide Oval,SA,3
2012,round10,Game5,Carlton,45,Docklands,VIC,6
2012,round10,Game6,Melbourne,58,MCG,VIC,18
2012,round10,Game7,West Coast,100,Perth Stadium,WA,1
2012,round10,Game8,Western Bulldogs,40,Docklands,VIC,13
2012,round10,Game9,Gold Coast,52,Metricon,QLD,17
2012,round11,Game1,Geelong,97,Kardinia Park,VIC,8
2012,round11,Game2,Fremantle,78,Perth Stadium,WA,11
2012,round11,Game3,St. Kilda,144,Docklands,VIC,9
2012,round11,Game4,Sydney,86,SCG,NSW,5
2012,round11,Game5,Hawthorn,108,MCG,VIC,6
2012,round11,Game6,Collingwood,129,MCG,VIC,4
2012,round12,Game1,Carlton,69,Docklands,VIC,9
2012,round12,Game2,St. Kilda,111,Docklands,VIC,8
2012,round12,Game3,Richmond,86,MCG,VIC,11
2012,round12,Game4,North Melbourne,87,Docklands,VIC,12
2012,round12,Game5,Brisbane,70,Gabba,QLD,14
2012,round12,Game6,Port Adelaide,57,Adelaide Oval,SA,13
2012,round13,Game1,Geelong,74,Kardinia Park,VIC,7
2012,round13,Game2,Brisbane,114,Gabba,QLD,15
2012,round13,Game3,West Coast,82,Perth Stadium,WA,1
2012,round13,Game4,Essendon,113,Docklands,VIC,6
2012,round13,Game5,Greater Western Sydney,57,Sydney Showground,NSW,17
2012,round13,Game6,Adelaide,89,Adelaide Oval,SA,2
2012,round14,Game1,Hawthorn,120,MCG,VIC,6
2012,round14,Game2,Fremantle,78,Perth Stadium,WA,12
2012,round14,Game3,Richmond,87,MCG,VIC,10
2012,round14,Game4,Gold Coast,40,Metricon,QLD,18
2012,round14,Game5,Greater Western Sydney,38,Sydney Showground,NSW,17
2012,round14,Game6,Western Bulldogs,56,Docklands,VIC,14
2012,round14,Game7,Port Adelaide,61,Adelaide Oval,SA,15
2012,round14,Game8,Melbourne,61,MCG,VIC,16
2012,round14,Game9,North Melbourne,136,Docklands,VIC,11
2012,round15,Game1,Carlton,85,Docklands,VIC,10
2012,round15,Game2,West Coast,86,Perth Stadium,WA,3
2012,round15,Game3,Richmond,101,MCG,VIC,11
2012,round15,Game4,Brisbane,63,Gabba,QLD,12
2012,round15,Game5,Adelaide,116,Adelaide Oval,SA,5
2012,round15,Game6,Essendon,62,Docklands,VIC,4
2012,round15,Game7,Greater Western Sydney,31,Sydney Showground,NSW,17
2012,round15,Game8,Geelong,110,Kardinia Park,VIC,7
2012,round15,Game9,Western Bulldogs,57,Docklands,VIC,14
2012,round16,Game1,Carlton,96,Docklands,VIC,9
2012,round16,Game2,Fremantle,117,Perth Stadium,WA,12
2012,round16,Game3,Essendon,127,Docklands,VIC,6
2012,round16,Game4,Gold Coast,90,Metricon,QLD,18
2012,round16,Game5,St. Kilda,105,Docklands,VIC,8
2012,round16,Game6,Collingwood,110,MCG,VIC,4
2012,round16,Game7,Adelaide,178,Adelaide Oval,SA,3
2012,round16,Game8,Hawthorn,116,MCG,VIC,5
2012,round16,Game9,Sydney,121,SCG,NSW,1
2012,round17,Game1,Essendon,67,Docklands,VIC,6
2012,round17,Game2,Hawthorn,138,MCG,VIC,4
2012,round17,Game3,West Coast,75,Perth Stadium,WA,5
2012,round17,Game4,Brisbane,59,Gabba,QLD,13
2012,round17,Game5,Port Adelaide,84,Adelaide Oval,SA,15
2012,round17,Game6,Carlton,102,Docklands,VIC,12
2012,round17,Game7,St. Kilda,76,Docklands,VIC,8
2012,round17,Game8,North Melbourne,103,Docklands,VIC,9
2012,round17,Game9,Greater Western Sydney,37,Sydney Showground,NSW,18
2012,round18,Game1,Hawthorn,180,MCG,VIC,3
2012,round18,Game2,Adelaide,75,Adelaide Oval,SA,2
2012,round18,Game3,Melbourne,73,MCG,VIC,16
2012,round18,Game4,Collingwood,174,MCG,VIC,4
2012,round18,Game5,Sydney,126,SCG,NSW,1
2012,round18,Game6,Richmond,91,MCG,VIC,12
2012,round18,Game7,Fremantle,75,Perth Stadium,WA,9
2012,round18,Game8,Western Bulldogs,42,Docklands,VIC,15
2012,round18,Game9,Brisbane,77,Gabba,QLD,13
2012,round19,Game1,Geelong,118,Kardinia Park,VIC,6
2012,round19,Game2,North Melbourne,115,Docklands,VIC,8
2012,round19,Game3,Port Adelaide,73,Adelaide Oval,SA,14
2012,round19,Game4,West Coast,48,Perth Stadium,WA,5
2012,round19,Game5,Richmond,132,MCG,VIC,12
2012,round19,Game6,St. Kilda,85,Docklands,VIC,10
2012,round19,Game7,Gold Coast,66,Metricon,QLD,17
2012,round19,Game8,Sydney,93,SCG,NSW,1
2012,round19,Game9,Essendon,100,Docklands,VIC,7
2012,round20,Game1,Geelong,97,Kardinia Park,VIC,6
2012,round20,Game2,Melbourne,82,MCG,VIC,16
2012,round20,Game3,Fremantle,91,Perth Stadium,WA,9
2012,round20,Game4,Greater Western Sydney,79,Sydney Showground,NSW,17
2012,round20,Game5,Brisbane,77,Gabba,QLD,13
2012,round20,Game6,Collingwood,78,MCG,VIC,3
2012,round20,Game7,Port Adelaide,87,Adelaide Oval,SA,14
2012,round20,Game8,Western Bulldogs,80,Docklands,VIC,15
2012,round20,Game9,North Melbourne,100,Docklands,VIC,7
2012,round21,Game1,St. Kilda,81,Docklands,VIC,10
2012,round21,Game2,Carlton,156,Docklands,VIC,11
2012,round21,Game3,Melbourne,84,MCG,VIC,16
2012,round21,Game4,Richmond,72,MCG,VIC,12
2012,round21,Game5,Adelaide,85,Adelaide Oval,SA,2
2012,round21,Game6,North Melbourne,91,Docklands,VIC,6
2012,round21,Game7,West Coast,98,Perth Stadium,WA,5
2012,round21,Game8,Sydney,167,SCG,NSW,1
2012,round21,Game9,Gold Coast,65,Metricon,QLD,17
2012,round22,Game1,Essendon,57,Docklands,VIC,10
2012,round22,Game2,Greater Western Sydney,35,Sydney Showground,NSW,18
2012,round22,Game3,Brisbane,104,Gabba,QLD,13
2012,round22,Game4,Hawthorn,102,MCG,VIC,2
2012,round22,Game5,Carlton,86,Docklands,VIC,9
2012,round22,Game6,Collingwood,58,MCG,VIC,4
2012,round22,Game7,Western Bulldogs,73,Docklands,VIC,15
2012,round22,Game8,Fremantle,132,Perth Stadium,WA,8
2012,round22,Game9,Adelaide,150,Adelaide Oval,SA,3
2012,round23,Game1,West Coast,70,Perth Stadium,WA,4
2012,round23,Game2,Sydney,78,SCG,NSW,2
2012,round23,Game3,Gold Coast,62,Metricon,QLD,17
2012,round23,Game4,North Melbourne,105,Docklands,VIC,8
2012,round23,Game5,Melbourne,40,MCG,VIC,16
2012,round23,Game6,Collingwood,104,MCG,VIC,5
2012,round23,Game7,St. Kilda,106,Docklands,VIC,9
2012,round23,Game8,Port Adelaide,106,Adelaide Oval,SA,14
2012,round23,Game9,Western Bulldogs,61,Docklands,VIC,15
