Year,Round,Home,Home Score,Venue,Home Field-H,Home State,LP-H
2015,r19g6,West Coast,74,Perth Stadium,Perth Stadium,WA,2
2015,r19g7,Melbourne,92,MCG,MCG,VIC,14
2015,r19g8,Greater Western Sydney,93,Sydney Showground,Sydney Showground,NSW,10
2015,r19g9,St. Kilda,59,Docklands,Docklands,VIC,13
2015,r20g1,Sydney,87,SCG,SCG,NSW,5
2015,r20g2,Essendon,59,Docklands,Docklands,VIC,15
2015,r20g3,North Melbourne,120,Docklands,Docklands,VIC,6
2015,r20g4,Port Adelaide,111,Adelaide Oval,Adelaide Oval,SA,12
2015,r20g5,Geelong,85,Kardinia Park,Kardinia Park,VIC,8
2015,r20g6,Brisbane,131,Gabba,Gabba,QLD,18
2015,r20g7,Richmond,138,MCG,MCG,VIC,7
2015,r20g8,Western Bulldogs,153,Docklands,Docklands,VIC,4
2015,r20g9,Fremantle,80,Perth Stadium,Perth Stadium,WA,1
2015,r21g1,Hawthorn,86,MCG,MCG,VIC,3
2015,r21g2,Collingwood,56,MCG,MCG,VIC,11
2015,r21g3,Greater Western Sydney,44,Sydney Showground,Sydney Showground,NSW,10
2015,r21g4,Gold Coast,97,Metricon,Metricon,QLD,16
2015,r21g5,St. Kilda,97,Docklands,Docklands,VIC,13
2015,r21g6,Adelaide,131,Adelaide Oval,Adelaide Oval,SA,8
2015,r21g7,North Melbourne,94,Docklands,Docklands,VIC,7
2015,r21g8,Carlton,78,Docklands,Docklands,VIC,18
2015,r21g9,West Coast,162,Perth Stadium,Perth Stadium,WA,2
2015,r22g1,Geelong,62,Kardinia Park,Kardinia Park,VIC,9
2015,r22g2,Greater Western Sydney,132,Sydney Showground,Sydney Showground,NSW,11
2015,r22g3,Hawthorn,134,MCG,MCG,VIC,3
2015,r22g4,North Melbourne,73,Docklands,Docklands,VIC,7
2015,r22g5,Essendon,47,Docklands,Docklands,VIC,15
2015,r22g6,Gold Coast,51,Metricon,Metricon,QLD,16
2015,r22g7,Adelaide,126,Adelaide Oval,Adelaide Oval,SA,8
2015,r22g8,St. Kilda,38,Docklands,Docklands,VIC,13
2015,r22g9,Fremantle,108,Perth Stadium,Perth Stadium,WA,1
2015,r23g1,Richmond,108,MCG,MCG,VIC,5
2015,r23g2,Geelong,119,Kardinia Park,Kardinia Park,VIC,11
2015,r23g3,Brisbane,130,Gabba,Gabba,QLD,18
2015,r23g4,Port Adelaide,122,Adelaide Oval,Adelaide Oval,SA,9
2015,r23g5,Hawthorn,113,MCG,MCG,VIC,3
2015,r23g6,Sydney,127,SCG,SCG,NSW,4
2015,r23g7,West Coast,125,Perth Stadium,Perth Stadium,WA,2
2015,r23g8,Melbourne,103,MCG,MCG,VIC,14
2015,r23g9,Collingwood,92,MCG,MCG,VIC,12
2014,r1g1,Collingwood,46,MCG,MCG,VIC,6
2014,r1g2,Greater Western Sydney,99,Sydney Showground,Sydney Showground,NSW,18
2014,r1g3,Gold Coast,87,Metricon,Metricon,QLD,14
2014,r1g4,Carlton,87,Docklands,Docklands,VIC,8
2014,r1g5,Geelong,119,Kardinia Park,Kardinia Park,VIC,2
2014,r1g6,North Melbourne,60,Docklands,Docklands,VIC,10
2014,r1g7,Hawthorn,139,University of Tasmania Stadium,MCG,VIC,1
2014,r1g8,St. Kilda,68,Docklands,Docklands,VIC,16
2014,r1g9,West Coast,134,Perth Stadium,Perth Stadium,WA,13
2014,r2g1,Richmond,98,MCG,MCG,VIC,10
2014,r2g2,Essendon,86,Docklands,Docklands,VIC,3
2014,r2g3,St. Kilda,95,Docklands,Docklands,VIC,8
2014,r2g4,Port Adelaide,127,Adelaide Oval,Adelaide Oval,SA,7
2014,r2g5,Fremantle,87,Perth Stadium,Perth Stadium,WA,1
2014,r2g6,Sydney,69,ANZ Stadium,SCG,NSW,14
2014,r2g7,Brisbane,68,Gabba,Gabba,QLD,15
2014,r2g8,Melbourne,30,MCG,MCG,VIC,11
2014,r2g9,Western Bulldogs,54,Docklands,Docklands,VIC,17
2014,r3g1,Hawthorn,137,MCG,MCG,VIC,5
2014,r3g2,Western Bulldogs,100,Docklands,Docklands,VIC,17
2014,r3g3,Adelaide,71,Adelaide Oval,Adelaide Oval,SA,16
2014,r3g4,Gold Coast,114,Metricon,Metricon,QLD,11
2014,r3g5,Collingwood,76,MCG,MCG,VIC,12
2014,r3g6,West Coast,83,Perth Stadium,Perth Stadium,WA,1
2014,r3g7,Greater Western Sydney,79,Sydney Showground,Sydney Showground,NSW,8
2014,r3g8,North Melbourne,97,Docklands,Docklands,VIC,10
2014,r3g9,Essendon,138,Docklands,Docklands,VIC,7
2014,r4g1,Richmond,72,MCG,MCG,VIC,12
2014,r4g2,Carlton,58,Docklands,Docklands,VIC,15
2014,r4g3,Port Adelaide,159,Adelaide Oval,Adelaide Oval,SA,5
2014,r4g4,Greater Western Sydney,83,Sydney Showground,Sydney Showground,NSW,6
2014,r4g5,Gold Coast,49,Metricon,Metricon,QLD,8
2014,r4g6,Geelong,107,Kardinia Park,Kardinia Park,VIC,3
2014,r4g7,Sydney,48,SCG,SCG,NSW,11
2014,r4g8,St. Kilda,50,Docklands,Docklands,VIC,9
2014,r4g9,Fremantle,113,Perth Stadium,Perth Stadium,WA,7
2014,r5g1,Brisbane,63,Gabba,Gabba,QLD,18
2014,r5g2,Collingwood,93,MCG,MCG,VIC,9
2014,r5g3,Sydney,92,SCG,SCG,NSW,13
2014,r5g4,West Coast,56,Perth Stadium,Perth Stadium,WA,4
2014,r5g5,Essendon,65,Docklands,Docklands,VIC,7
2014,r5g6,Adelaide,137,Adelaide Oval,Adelaide Oval,SA,15
2014,r5g7,Melbourne,78,MCG,MCG,VIC,16
2014,r5g8,Western Bulldogs,91,Docklands,Docklands,VIC,10
2014,r5g9,Geelong,106,Kardinia Park,Kardinia Park,VIC,2
2014,r6g1,Collingwood,83,MCG,MCG,VIC,6
2014,r6g2,Fremantle,61,Perth Stadium,Perth Stadium,WA,5
2014,r6g3,St. Kilda,79,Docklands,Docklands,VIC,9
2014,r6g4,Gold Coast,134,Westpac Stadium,Metricon,QLD,8
2014,r6g5,Carlton,92,Docklands,Docklands,VIC,16
2014,r6g6,Melbourne,38,MCG,MCG,VIC,17
2014,r6g7,Western Bulldogs,83,Docklands,Docklands,VIC,15
2014,r6g8,Richmond,52,MCG,MCG,VIC,11
2014,r6g9,Port Adelaide,107,Adelaide Oval,Adelaide Oval,SA,2
2014,r7g1,Carlton,70,Docklands,Docklands,VIC,16
2014,r7g2,Hawthorn,175,MCG,MCG,VIC,2
2014,r7g3,Greater Western Sydney,97,Sydney Showground,Sydney Showground,NSW,14
2014,r7g4,Adelaide,67,Adelaide Oval,Adelaide Oval,SA,10
2014,r7g5,Essendon,73,Docklands,Docklands,VIC,12
2014,r7g6,Brisbane,44,Gabba,Gabba,QLD,18
2014,r7g7,North Melbourne,77,Docklands,Docklands,VIC,5
2014,r7g8,West Coast,54,Perth Stadium,Perth Stadium,WA,7
2014,r7g9,Geelong,81,Kardinia Park,Kardinia Park,VIC,3
2014,r8g1,Sydney,107,SCG,SCG,NSW,7
2014,r8g2,Port Adelaide,94,Adelaide Oval,Adelaide Oval,SA,2
2014,r8g3,Brisbane,57,Gabba,Gabba,QLD,18
2014,r8g4,Melbourne,83,MCG,MCG,VIC,17
2014,r8g5,West Coast,188,Perth Stadium,Perth Stadium,WA,9
2014,r8g6,St. Kilda,69,Docklands,Docklands,VIC,12
2014,r9g1,Adelaide,76,Adelaide Oval,Adelaide Oval,SA,11
2014,r9g2,Essendon,64,Docklands,Docklands,VIC,9
2014,r9g3,Richmond,74,MCG,MCG,VIC,15
2014,r9g4,North Melbourne,125,Docklands,Docklands,VIC,10
2014,r9g5,Fremantle,96,Perth Stadium,Perth Stadium,WA,8
2014,r9g6,St. Kilda,87,Docklands,Docklands,VIC,14
2014,r10g1,Geelong,111,Kardinia Park,Kardinia Park,VIC,4
2014,r10g2,Greater Western Sydney,41,Sydney Showground,Sydney Showground,NSW,17
2014,r10g3,Collingwood,109,MCG,MCG,VIC,8
2014,r10g4,Port Adelaide,100,Adelaide Oval,Adelaide Oval,SA,1
2014,r10g5,Gold Coast,119,Metricon,Metricon,QLD,5
2014,r10g6,Carlton,81,Docklands,Docklands,VIC,13
2014,r11g1,Sydney,148,SCG,SCG,NSW,3
2014,r11g2,St. Kilda,54,Docklands,Docklands,VIC,15
2014,r11g3,Melbourne,75,MCG,MCG,VIC,14
2014,r11g4,Brisbane,98,Gabba,Gabba,QLD,18
2014,r11g5,Essendon,104,Docklands,Docklands,VIC,11
2014,r11g6,Adelaide,109,Adelaide Oval,Adelaide Oval,SA,10
2014,r11g7,Western Bulldogs,51,Docklands,Docklands,VIC,12
2014,r11g8,Hawthorn,94,MCG,MCG,VIC,2
2014,r11g9,West Coast,44,Perth Stadium,Perth Stadium,WA,9
2014,r12g1,Geelong,107,Kardinia Park,Kardinia Park,VIC,2
2014,r12g2,Hawthorn,123,MCG,MCG,VIC,4
2014,r12g3,Port Adelaide,129,Adelaide Oval,Adelaide Oval,SA,1
2014,r12g4,Greater Western Sydney,66,Sydney Showground,Sydney Showground,NSW,17
2014,r12g5,Western Bulldogs,87,Docklands,Docklands,VIC,14
2014,r12g6,Gold Coast,74,Metricon,Metricon,QLD,3
2014,r12g7,Fremantle,90,Perth Stadium,Perth Stadium,WA,7
2014,r12g8,North Melbourne,116,Docklands,Docklands,VIC,8
2014,r12g9,Melbourne,28,MCG,MCG,VIC,15
2014,r13g1,Carlton,90,Docklands,Docklands,VIC,12
2014,r13g2,Richmond,85,MCG,MCG,VIC,13
2014,r13g3,Sydney,98,SCG,SCG,NSW,3
2014,r13g4,West Coast,103,Perth Stadium,Perth Stadium,WA,11
2014,r13g5,Adelaide,109,Adelaide Oval,Adelaide Oval,SA,10
2014,r13g6,Brisbane,80,Gabba,Gabba,QLD,16
2014,r13g7,Geelong,133,Kardinia Park,Kardinia Park,VIC,5
2014,r13g8,Collingwood,98,MCG,MCG,VIC,4
2014,r13g9,Essendon,77,Docklands,Docklands,VIC,9
2014,r14g1,Richmond,51,MCG,MCG,VIC,15
2014,r14g2,Port Adelaide,128,Adelaide Oval,Adelaide Oval,SA,1
2014,r14g3,Hawthorn,115,MCG,MCG,VIC,2
2014,r14g4,Gold Coast,118,Metricon,Metricon,QLD,8
2014,r14g5,Fremantle,105,Perth Stadium,Perth Stadium,WA,5
2014,r14g6,Essendon,101,Docklands,Docklands,VIC,9
2014,r14g7,Greater Western Sydney,100,Sydney Showground,Sydney Showground,NSW,16
2014,r14g8,St. Kilda,70,Docklands,Docklands,VIC,18
2014,r14g9,Melbourne,66,MCG,MCG,VIC,14
2014,r15g1,Geelong,89,Kardinia Park,Kardinia Park,VIC,5
2014,r15g2,Hawthorn,116,University of Tasmania Stadium,MCG,VIC,2
2014,r15g3,St. Kilda,73,Docklands,Docklands,VIC,18
2014,r15g4,Fremantle,88,Perth Stadium,Perth Stadium,WA,4
2014,r15g5,Brisbane,70,Gabba,Gabba,QLD,17
2014,r15g6,Sydney,106,SCG,SCG,NSW,3
2014,r15g7,Western Bulldogs,91,Docklands,Docklands,VIC,13
2014,r15g8,Adelaide,99,Adelaide Oval,Adelaide Oval,SA,11
2014,r15g9,Collingwood,91,MCG,MCG,VIC,6
2014,r16g1,North Melbourne,108,Docklands,Docklands,VIC,7
2014,r16g2,Richmond,79,MCG,MCG,VIC,13
2014,r16g3,Greater Western Sydney,72,Sydney Showground,Sydney Showground,NSW,16
2014,r16g4,Gold Coast,80,Metricon,Metricon,QLD,8
2014,r16g5,Port Adelaide,60,Adelaide Oval,Adelaide Oval,SA,2
2014,r16g6,Melbourne,34,TIO Stadium,MCG,VIC,15
2014,r16g7,Carlton,151,Docklands,Docklands,VIC,14
2014,r16g8,West Coast,51,Perth Stadium,Perth Stadium,WA,11
2014,r16g9,Geelong,69,Kardinia Park,Kardinia Park,VIC,5
2014,r17g1,Adelaide,92,Adelaide Oval,Adelaide Oval,SA,9
2014,r17g2,Melbourne,36,MCG,MCG,VIC,16
2014,r17g3,North Melbourne,92,Blundstone Arena,Docklands,VIC,7
2014,r17g4,Western Bulldogs,94,Cazaly's Stadium,Docklands,VIC,14
2014,r17g5,Sydney,122,SCG,SCG,NSW,1
2014,r17g6,Brisbane,64,Gabba,Gabba,QLD,17
2014,r17g7,Richmond,126,MCG,MCG,VIC,12
2014,r17g8,Essendon,103,Docklands,Docklands,VIC,10
2014,r17g9,Fremantle,136,Perth Stadium,Perth Stadium,WA,4
2014,r18g1,Carlton,109,Docklands,Docklands,VIC,14
2014,r18g2,St. Kilda,118,Docklands,Docklands,VIC,18
2014,r18g3,Greater Western Sydney,87,Sydney Showground,Sydney Showground,NSW,15
2014,r18g4,Port Adelaide,72,Adelaide Oval,Adelaide Oval,SA,5
2014,r18g5,Western Bulldogs,94,Docklands,Docklands,VIC,13
2014,r18g6,West Coast,42,Perth Stadium,Perth Stadium,WA,11
2014,r18g7,Brisbane,110,Gabba,Gabba,QLD,17
2014,r18g8,Hawthorn,104,MCG,MCG,VIC,3
2014,r18g9,Collingwood,82,MCG,MCG,VIC,8
2014,r19g1,Fremantle,83,Perth Stadium,Perth Stadium,WA,4
2014,r19g2,Sydney,79,SCG,SCG,NSW,1
2014,r19g3,Adelaide,105,Adelaide Oval,Adelaide Oval,SA,8
2014,r19g4,Richmond,89,MCG,MCG,VIC,12
2014,r19g5,North Melbourne,79,Docklands,Docklands,VIC,6
2014,r19g6,Gold Coast,117,Metricon,Metricon,QLD,10
2014,r19g7,Melbourne,51,MCG,MCG,VIC,17
2014,r19g8,Hawthorn,107,MCG,MCG,VIC,2
2014,r19g9,Collingwood,76,MCG,MCG,VIC,9
2014,r20g1,Richmond,95,MCG,MCG,VIC,12
2014,r20g2,Greater Western Sydney,51,Sydney Showground,Sydney Showground,NSW,16
2014,r20g3,Carlton,97,Docklands,Docklands,VIC,13
2014,r20g4,Hawthorn,115,MCG,MCG,VIC,1
2014,r20g5,Geelong,81,Kardinia Park,Kardinia Park,VIC,3
2014,r20g6,Port Adelaide,58,Adelaide Oval,Adelaide Oval,SA,5
2014,r20g7,Brisbane,63,Gabba,Gabba,QLD,15
2014,r20g8,St. Kilda,99,Docklands,Docklands,VIC,18
2014,r20g9,West Coast,126,Perth Stadium,Perth Stadium,WA,11
2014,r21g1,Carlton,76,Docklands,Docklands,VIC,13
2014,r21g2,Sydney,127,SCG,SCG,NSW,2
2014,r21g3,Gold Coast,47,Metricon,Metricon,QLD,10
2014,r21g4,Essendon,77,Docklands,Docklands,VIC,8
2014,r21g5,Adelaide,69,Adelaide Oval,Adelaide Oval,SA,7
2014,r21g6,Collingwood,56,MCG,MCG,VIC,9
2014,r21g7,North Melbourne,111,Docklands,Docklands,VIC,6
2014,r21g8,Melbourne,34,MCG,MCG,VIC,16
2014,r21g9,Fremantle,110,Perth Stadium,Perth Stadium,WA,4
2014,r22g1,Port Adelaide,140,Adelaide Oval,Adelaide Oval,SA,5
2014,r22g2,North Melbourne,101,Blundstone Arena,Docklands,VIC,6
2014,r22g3,Essendon,108,Docklands,Docklands,VIC,7
2014,r22g4,Greater Western Sydney,67,Sydney Showground,Sydney Showground,NSW,16
2014,r22g5,Hawthorn,94,MCG,MCG,VIC,3
2014,r22g6,West Coast,119,Perth Stadium,Perth Stadium,WA,12
2014,r22g7,Brisbane,48,Gabba,Gabba,QLD,15
2014,r22g8,Western Bulldogs,67,Docklands,Docklands,VIC,14
2014,r22g9,Richmond,98,MCG,MCG,VIC,9
2014,r23g1,Collingwood,56,MCG,MCG,VIC,9
2014,r23g2,Carlton,90,Docklands,Docklands,VIC,13
2014,r23g3,Fremantle,105,Perth Stadium,Perth Stadium,WA,4
2014,r23g4,Sydney,65,ANZ Stadium,SCG,NSW,1
2014,r23g5,Geelong,143,Kardinia Park,Kardinia Park,VIC,3
2014,r23g6,North Melbourne,123,Docklands,Docklands,VIC,6
2014,r23g7,Gold Coast,99,Metricon,Metricon,QLD,12
2014,r23g8,Adelaide,141,Adelaide Oval,Adelaide Oval,SA,11
2014,r23g9,Western Bulldogs,109,Docklands,Docklands,VIC,14
2013,r1g1,Adelaide,82,Adelaide Oval,Adelaide Oval,SA,2
2013,r1g2,Fremantle,108,Perth Stadium,Perth Stadium,WA,7
2013,r1g3,Carlton,101,Docklands,Docklands,VIC,10
2013,r1g4,Western Bulldogs,127,Docklands,Docklands,VIC,15
2013,r1g5,Greater Western Sydney,76,ANZ Stadium,Sydney Showground,NSW,18
2013,r1g6,Gold Coast,90,Metricon,Metricon,QLD,17
2013,r1g7,Melbourne,54,MCG,MCG,VIC,16
2013,r1g8,North Melbourne,87,Docklands,Docklands,VIC,8
2013,r1g9,Hawthorn,86,MCG,MCG,VIC,1
2013,r2g1,St. Kilda,82,Docklands,Docklands,VIC,12
2013,r2g2,Sydney,114,SCG,SCG,NSW,4
2013,r2g3,Western Bulldogs,78,Docklands,Docklands,VIC,2
2013,r2g4,Brisbane,77,Gabba,Gabba,QLD,17
2013,r2g5,Port Adelaide,134,Adelaide Oval,Adelaide Oval,SA,1
2013,r2g6,Essendon,184,Docklands,Docklands,VIC,3
2013,r2g7,Geelong,112,Kardinia Park,Kardinia Park,VIC,8
2013,r2g8,Collingwood,117,MCG,MCG,VIC,6
2013,r2g9,West Coast,98,Perth Stadium,Perth Stadium,WA,14
2013,r3g1,Fremantle,68,Perth Stadium,Perth Stadium,WA,4
2013,r3g2,North Melbourne,92,Blundstone Arena,Docklands,VIC,12
2013,r3g3,Melbourne,83,MCG,MCG,VIC,18
2013,r3g4,Greater Western Sydney,68,Sydney Showground,Sydney Showground,NSW,16
2013,r3g5,Geelong,119,Kardinia Park,Kardinia Park,VIC,7
2013,r3g6,Gold Coast,92,Metricon,Metricon,QLD,11
2013,r3g7,Richmond,135,MCG,MCG,VIC,6
2013,r3g8,Collingwood,90,MCG,MCG,VIC,5
2013,r3g9,Port Adelaide,118,Adelaide Oval,Adelaide Oval,SA,2
2013,r4g1,Sydney,103,SCG,SCG,NSW,3
2013,r4g2,Hawthorn,118,University of Tasmania Stadium,MCG,VIC,6
2013,r4g3,Richmond,79,MCG,MCG,VIC,4
2013,r4g4,St. Kilda,91,Docklands,Docklands,VIC,9
2013,r4g5,West Coast,65,Perth Stadium,Perth Stadium,WA,10
2013,r4g6,Gold Coast,66,Metricon,Metricon,QLD,13
2013,r4g7,Melbourne,144,MCG,MCG,VIC,18
2013,r4g8,Adelaide,80,Adelaide Oval,Adelaide Oval,SA,11
2013,r4g9,North Melbourne,125,Docklands,Docklands,VIC,16
2013,r5g1,Essendon,121,Docklands,Docklands,VIC,1
2013,r5g2,St. Kilda,63,Westpac Stadium,Docklands,VIC,10
2013,r5g3,Fremantle,81,Perth Stadium,Perth Stadium,WA,9
2013,r5g4,Greater Western Sydney,104,Sydney Showground,Sydney Showground,NSW,18
2013,r5g5,Carlton,115,Docklands,Docklands,VIC,13
2013,r5g6,Port Adelaide,84,Adelaide Oval,Adelaide Oval,SA,2
2013,r5g7,Western Bulldogs,86,Docklands,Docklands,VIC,15
2013,r5g8,Brisbane,122,Gabba,Gabba,QLD,16
2013,r5g9,Hawthorn,99,MCG,MCG,VIC,4
2013,r6g1,Collingwood,103,MCG,MCG,VIC,8
2013,r6g2,Essendon,120,Docklands,Docklands,VIC,1
2013,r6g3,North Melbourne,93,Blundstone Arena,Docklands,VIC,13
2013,r6g4,Adelaide,78,Adelaide Oval,Adelaide Oval,SA,10
2013,r6g5,Gold Coast,54,Metricon,Metricon,QLD,11
2013,r6g6,Richmond,87,MCG,MCG,VIC,6
2013,r6g7,Sydney,115,SCG,SCG,NSW,5
2013,r6g8,Carlton,121,Docklands,Docklands,VIC,9
2013,r6g9,West Coast,137,Perth Stadium,Perth Stadium,WA,15
2013,r7g1,Geelong,113,Kardinia Park,Kardinia Park,VIC,2
2013,r7g2,Port Adelaide,73,Adelaide Oval,Adelaide Oval,SA,3
2013,r7g3,Brisbane,82,Gabba,Gabba,QLD,14
2013,r7g4,Western Bulldogs,97,Docklands,Docklands,VIC,16
2013,r7g5,Fremantle,100,Perth Stadium,Perth Stadium,WA,6
2013,r7g6,Hawthorn,119,MCG,MCG,VIC,5
2013,r7g7,Greater Western Sydney,52,Sydney Showground,Sydney Showground,NSW,18
2013,r7g8,Melbourne,54,MCG,MCG,VIC,17
2013,r7g9,St. Kilda,77,Docklands,Docklands,VIC,15
2013,r8g1,West Coast,90,Perth Stadium,Perth Stadium,WA,10
2013,r8g2,Essendon,86,Docklands,Docklands,VIC,2
2013,r8g3,Hawthorn,140,MCG,MCG,VIC,3
2013,r8g4,Gold Coast,93,Metricon,Metricon,QLD,13
2013,r8g5,Sydney,70,SCG,SCG,NSW,5
2013,r8g6,Collingwood,102,MCG,MCG,VIC,8
2013,r8g7,Carlton,109,Docklands,Docklands,VIC,11
2013,r8g8,Richmond,106,MCG,MCG,VIC,7
2013,r8g9,Adelaide,87,Adelaide Oval,Adelaide Oval,SA,9
2013,r9g1,Collingwood,55,MCG,MCG,VIC,8
2013,r9g2,Port Adelaide,68,Adelaide Oval,Adelaide Oval,SA,6
2013,r9g3,Greater Western Sydney,55,Sydney Showground,Sydney Showground,NSW,18
2013,r9g4,St. Kilda,101,Docklands,Docklands,VIC,15
2013,r9g5,Brisbane,85,Gabba,Gabba,QLD,14
2013,r9g6,Richmond,62,MCG,MCG,VIC,7
2013,r9g7,Hawthorn,118,MCG,MCG,VIC,1
