Year,Round,Home,Home Score,Venue,Home Field-H,Home State,LP-H
2013,r9g8,North Melbourne,124,Docklands,Docklands,VIC,13
2013,r9g9,Fremantle,130,Perth Stadium,Perth Stadium,WA,5
2013,r10g1,Brisbane,51,Gabba,Gabba,QLD,14
2013,r10g2,Carlton,148,Docklands,Docklands,VIC,8
2013,r10g3,Adelaide,59,Adelaide Oval,Adelaide Oval,SA,7
2013,r10g4,Sydney,115,SCG,SCG,NSW,5
2013,r10g5,Geelong,123,Kardinia Park,Kardinia Park,VIC,2
2013,r10g6,Western Bulldogs,67,TIO Stadium,Docklands,VIC,16
2013,r10g7,Melbourne,48,MCG,MCG,VIC,17
2013,r10g8,North Melbourne,133,Docklands,Docklands,VIC,13
2013,r10g9,West Coast,62,Perth Stadium,Perth Stadium,WA,6
2013,r11g1,Essendon,77,Docklands,Docklands,VIC,5
2013,r11g2,Greater Western Sydney,98,Sydney Showground,Sydney Showground,NSW,18
2013,r11g3,Adelaide,50,Adelaide Oval,Adelaide Oval,SA,9
2013,r11g4,Gold Coast,66,Metricon,Metricon,QLD,13
2013,r11g5,St. Kilda,80,Docklands,Docklands,VIC,16
2013,r11g6,Melbourne,39,MCG,MCG,VIC,17
2013,r12g1,Carlton,87,Docklands,Docklands,VIC,7
2013,r12g2,Richmond,110,MCG,MCG,VIC,9
2013,r12g3,Fremantle,86,Perth Stadium,Perth Stadium,WA,5
2013,r12g4,Essendon,115,Docklands,Docklands,VIC,4
2013,r12g5,Greater Western Sydney,50,Sydney Showground,Sydney Showground,NSW,18
2013,r12g6,Collingwood,99,MCG,MCG,VIC,6
2013,r13g1,Hawthorn,123,MCG,MCG,VIC,1
2013,r13g2,Port Adelaide,72,Adelaide Oval,Adelaide Oval,SA,10
2013,r13g3,St. Kilda,104,Docklands,Docklands,VIC,16
2013,r13g4,Western Bulldogs,61,Docklands,Docklands,VIC,14
2013,r13g5,Fremantle,67,Perth Stadium,Perth Stadium,WA,5
2013,r13g6,Brisbane,103,Gabba,Gabba,QLD,15
2013,r14g1,West Coast,91,Perth Stadium,Perth Stadium,WA,10
2013,r14g2,Sydney,65,SCG,SCG,NSW,5
2013,r14g3,Gold Coast,83,Metricon,Metricon,QLD,12
2013,r14g4,Port Adelaide,86,Adelaide Oval,Adelaide Oval,SA,8
2013,r14g5,Melbourne,103,MCG,MCG,VIC,17
2013,r14g6,Geelong,85,Kardinia Park,Kardinia Park,VIC,2
2013,r14g7,Hawthorn,143,MCG,MCG,VIC,1
2013,r14g8,North Melbourne,130,Docklands,Docklands,VIC,13
2013,r14g9,Richmond,119,MCG,MCG,VIC,6
2013,r15g1,Carlton,77,Docklands,Docklands,VIC,9
2013,r15g2,Greater Western Sydney,83,Sydney Showground,Sydney Showground,NSW,18
2013,r15g3,North Melbourne,128,Docklands,Docklands,VIC,12
2013,r15g4,Brisbane,116,Gabba,Gabba,QLD,14
2013,r15g5,Adelaide,69,Adelaide Oval,Adelaide Oval,SA,11
2013,r15g6,Geelong,82,Kardinia Park,Kardinia Park,VIC,2
2013,r15g7,Melbourne,85,MCG,MCG,VIC,17
2013,r15g8,Fremantle,100,Perth Stadium,Perth Stadium,WA,5
2013,r15g9,Essendon,118,Docklands,Docklands,VIC,3
2013,r16g1,Collingwood,111,MCG,MCG,VIC,7
2013,r16g2,Port Adelaide,79,Adelaide Oval,Adelaide Oval,SA,8
2013,r16g3,Geelong,98,Kardinia Park,Kardinia Park,VIC,2
2013,r16g4,Richmond,53,MCG,MCG,VIC,6
2013,r16g5,Brisbane,117,Gabba,Gabba,QLD,14
2013,r16g6,Carlton,110,Docklands,Docklands,VIC,11
2013,r16g7,Sydney,171,SCG,SCG,NSW,4
2013,r16g8,Western Bulldogs,90,Docklands,Docklands,VIC,15
2013,r16g9,West Coast,93,Perth Stadium,Perth Stadium,WA,9
2013,r17g1,North Melbourne,108,Docklands,Docklands,VIC,11
2013,r17g2,Hawthorn,95,MCG,MCG,VIC,1
2013,r17g3,Greater Western Sydney,77,Sydney Showground,Sydney Showground,NSW,18
2013,r17g4,Gold Coast,85,Metricon,Metricon,QLD,14
2013,r17g5,Melbourne,75,TIO Stadium,MCG,VIC,17
2013,r17g6,St. Kilda,92,Docklands,Docklands,VIC,16
2013,r17g7,Richmond,84,MCG,MCG,VIC,6
2013,r17g8,Adelaide,94,Adelaide Oval,Adelaide Oval,SA,12
2013,r17g9,West Coast,79,Perth Stadium,Perth Stadium,WA,10
2013,r18g1,Essendon,87,Docklands,Docklands,VIC,2
2013,r18g2,Gold Coast,77,Metricon,Metricon,QLD,14
2013,r18g3,Melbourne,28,MCG,MCG,VIC,17
2013,r18g4,Collingwood,106,MCG,MCG,VIC,7
2013,r18g5,Fremantle,75,Perth Stadium,Perth Stadium,WA,5
2013,r18g6,Geelong,137,Kardinia Park,Kardinia Park,VIC,3
2013,r18g7,Port Adelaide,71,Adelaide Oval,Adelaide Oval,SA,8
2013,r18g8,Western Bulldogs,111,Docklands,Docklands,VIC,15
2013,r18g9,Sydney,110,SCG,SCG,NSW,4
2013,r19g1,North Melbourne,96,Docklands,Docklands,VIC,10
2013,r19g2,Greater Western Sydney,124,Sydney Showground,Sydney Showground,NSW,18
2013,r19g3,Hawthorn,66,MCG,MCG,VIC,1
2013,r19g4,West Coast,130,Perth Stadium,Perth Stadium,WA,11
2013,r19g5,Brisbane,108,Gabba,Gabba,QLD,13
2013,r19g6,Carlton,80,Docklands,Docklands,VIC,9
2013,r19g7,Western Bulldogs,99,Docklands,Docklands,VIC,15
2013,r19g8,Adelaide,103,Adelaide Oval,Adelaide Oval,SA,12
2013,r19g9,Collingwood,133,MCG,MCG,VIC,7
2013,r20g1,St. Kilda,56,Docklands,Docklands,VIC,16
2013,r20g2,Richmond,97,MCG,MCG,VIC,7
2013,r20g3,Geelong,129,Kardinia Park,Kardinia Park,VIC,3
2013,r20g4,Carlton,89,Docklands,Docklands,VIC,9
2013,r20g5,Gold Coast,90,Metricon,Metricon,QLD,14
2013,r20g6,Sydney,71,ANZ Stadium,SCG,NSW,2
2013,r20g7,Essendon,67,Docklands,Docklands,VIC,5
2013,r20g8,Adelaide,79,Adelaide Oval,Adelaide Oval,SA,13
2013,r20g9,Fremantle,157,Perth Stadium,Perth Stadium,WA,4
2013,r21g1,Hawthorn,119,MCG,MCG,VIC,1
2013,r21g2,Richmond,96,MCG,MCG,VIC,6
2013,r21g3,Port Adelaide,113,Adelaide Oval,Adelaide Oval,SA,8
2013,r21g4,Essendon,70,Docklands,Docklands,VIC,7
2013,r21g5,West Coast,41,Perth Stadium,Perth Stadium,WA,10
2013,r21g6,Brisbane,123,Gabba,Gabba,QLD,13
2013,r21g7,Melbourne,38,MCG,MCG,VIC,17
2013,r21g8,Sydney,118,SCG,SCG,NSW,3
2013,r21g9,Western Bulldogs,131,Docklands,Docklands,VIC,15
2013,r22g1,Collingwood,101,MCG,MCG,VIC,6
2013,r22g2,Adelaide,120,Adelaide Oval,Adelaide Oval,SA,13
2013,r22g3,North Melbourne,103,Docklands,Docklands,VIC,10
2013,r22g4,Geelong,92,Kardinia Park,Kardinia Park,VIC,2
2013,r22g5,Fremantle,134,Perth Stadium,Perth Stadium,WA,4
2013,r22g6,Carlton,76,Docklands,Docklands,VIC,9
2013,r22g7,St. Kilda,116,Docklands,Docklands,VIC,16
2013,r22g8,Greater Western Sydney,42,Sydney Showground,Sydney Showground,NSW,18
2013,r22g9,Brisbane,100,Gabba,Gabba,QLD,12
2013,r23g1,Sydney,100,SCG,SCG,NSW,4
2013,r23g2,St. Kilda,112,Docklands,Docklands,VIC,16
2013,r23g3,Geelong,112,Kardinia Park,Kardinia Park,VIC,2
2013,r23g4,Port Adelaide,103,Adelaide Oval,Adelaide Oval,SA,8
2013,r23g5,West Coast,43,Perth Stadium,Perth Stadium,WA,13
2013,r23g6,Essendon,65,Docklands,Docklands,VIC,7
2013,r23g7,Gold Coast,146,Metricon,Metricon,QLD,14
2013,r23g8,Collingwood,114,MCG,MCG,VIC,6
2013,r23g9,Western Bulldogs,107,Docklands,Docklands,VIC,15
2012,r1g1,Greater Western Sydney,37,ANZ Stadium,Sydney Showground,NSW,18
2012,r1g2,Richmond,81,MCG,MCG,VIC,12
2012,r1g3,Hawthorn,137,MCG,MCG,VIC,3
2012,r1g4,Melbourne,78,MCG,MCG,VIC,13
2012,r1g5,Gold Coast,68,Metricon,Metricon,QLD,17
2012,r1g6,Fremantle,105,Perth Stadium,Perth Stadium,WA,11
2012,r1g7,North Melbourne,102,Docklands,Docklands,VIC,9
2012,r1g8,Western Bulldogs,87,Docklands,Docklands,VIC,10
2012,r1g9,Port Adelaide,89,Adelaide Oval,Adelaide Oval,SA,16
2012,r2g1,Brisbane,63,Gabba,Gabba,QLD,5
2012,r2g2,Essendon,111,Docklands,Docklands,VIC,9
2012,r2g3,Sydney,94,SCG,SCG,NSW,1
2012,r2g4,West Coast,166,Perth Stadium,Perth Stadium,WA,3
2012,r2g5,Adelaide,82,Adelaide Oval,Adelaide Oval,SA,2
2012,r2g6,Collingwood,85,MCG,MCG,VIC,13
2012,r2g7,North Melbourne,183,Blundstone Arena,Docklands,VIC,10
2012,r2g8,St. Kilda,139,Docklands,Docklands,VIC,12
2012,r2g9,Geelong,92,Kardinia Park,Kardinia Park,VIC,11
2012,r3g1,Carlton,122,Docklands,Docklands,VIC,2
2012,r3g2,Richmond,133,MCG,MCG,VIC,15
2012,r3g3,Port Adelaide,83,Adelaide Oval,Adelaide Oval,SA,12
2012,r3g4,Fremantle,64,Perth Stadium,Perth Stadium,WA,11
2012,r3g5,Western Bulldogs,40,Docklands,Docklands,VIC,14
2012,r3g6,Gold Coast,88,Metricon,Metricon,QLD,17
2012,r3g7,Greater Western Sydney,69,Blacktown ISP,Sydney Showground,NSW,18
2012,r3g8,Hawthorn,140,MCG,MCG,VIC,8
2012,r3g9,North Melbourne,131,Docklands,Docklands,VIC,6
2012,r4g1,St. Kilda,79,Docklands,Docklands,VIC,5
2012,r4g2,Carlton,79,Docklands,Docklands,VIC,2
2012,r4g3,Collingwood,97,MCG,MCG,VIC,13
2012,r4g4,Adelaide,96,Adelaide Oval,Adelaide Oval,SA,8
2012,r4g5,Brisbane,111,Gabba,Gabba,QLD,14
2012,r4g6,West Coast,51,Perth Stadium,Perth Stadium,WA,1
2012,r4g7,Geelong,75,Kardinia Park,Kardinia Park,VIC,11
2012,r4g8,Sydney,113,SCG,SCG,NSW,3
2012,r4g9,Melbourne,67,MCG,MCG,VIC,17
2012,r5g1,Collingwood,80,MCG,MCG,VIC,12
2012,r5g2,Fremantle,57,Perth Stadium,Perth Stadium,WA,6
2012,r5g3,Greater Western Sydney,62,Manuka Oval,Sydney Showground,NSW,18
2012,r5g4,North Melbourne,127,Docklands,Docklands,VIC,8
2012,r5g5,Melbourne,66,MCG,MCG,VIC,16
2012,r5g6,Brisbane,41,Gabba,Gabba,QLD,11
2012,r5g7,Hawthorn,69,University of Tasmania Stadium,MCG,VIC,9
2012,r5g8,Richmond,97,MCG,MCG,VIC,13
2012,r5g9,Adelaide,110,Adelaide Oval,Adelaide Oval,SA,5
2012,r6g1,Western Bulldogs,77,Docklands,Docklands,VIC,13
2012,r6g2,Essendon,129,Docklands,Docklands,VIC,5
2012,r6g3,Geelong,119,Kardinia Park,Kardinia Park,VIC,8
2012,r6g4,Gold Coast,87,Metricon,Metricon,QLD,17
2012,r6g5,Sydney,94,SCG,SCG,NSW,2
2012,r6g6,St. Kilda,88,Docklands,Docklands,VIC,6
2012,r6g7,Carlton,110,Docklands,Docklands,VIC,3
2012,r6g8,Port Adelaide,54,Adelaide Oval,Adelaide Oval,SA,15
2012,r6g9,West Coast,120,Perth Stadium,Perth Stadium,WA,1
2012,r7g1,Melbourne,49,MCG,MCG,VIC,17
2012,r7g2,Adelaide,122,Adelaide Oval,Adelaide Oval,SA,5
2012,r7g3,Greater Western Sydney,94,Manuka Oval,Sydney Showground,NSW,18
2012,r7g4,Richmond,91,MCG,MCG,VIC,12
2012,r7g5,Brisbane,58,Gabba,Gabba,QLD,14
2012,r7g6,Essendon,113,Docklands,Docklands,VIC,4
2012,r7g7,North Melbourne,83,Docklands,Docklands,VIC,10
2012,r7g8,Fremantle,87,Perth Stadium,Perth Stadium,WA,7
2012,r7g9,St. Kilda,122,Docklands,Docklands,VIC,9
2012,r8g1,Collingwood,96,MCG,MCG,VIC,7
2012,r8g2,Port Adelaide,95,Adelaide Oval,Adelaide Oval,SA,15
2012,r8g3,Hawthorn,119,University of Tasmania Stadium,MCG,VIC,9
2012,r8g4,Sydney,138,SCG,SCG,NSW,5
2012,r8g5,Western Bulldogs,72,TIO Stadium,Docklands,VIC,13
2012,r8g6,Essendon,128,Docklands,Docklands,VIC,2
2012,r8g7,Brisbane,132,Gabba,Gabba,QLD,14
2012,r8g8,Carlton,55,Docklands,Docklands,VIC,4
2012,r8g9,West Coast,121,Perth Stadium,Perth Stadium,WA,1
2012,r9g1,Western Bulldogs,75,Docklands,Docklands,VIC,11
2012,r9g2,Richmond,137,MCG,MCG,VIC,13
2012,r9g3,Gold Coast,70,Metricon,Metricon,QLD,17
2012,r9g4,St. Kilda,111,Docklands,Docklands,VIC,9
2012,r9g5,Adelaide,49,Adelaide Oval,Adelaide Oval,SA,2
2012,r9g6,Greater Western Sydney,53,Sydney Showground,Sydney Showground,NSW,16
2012,r9g7,North Melbourne,112,Docklands,Docklands,VIC,12
2012,r9g8,Carlton,107,Docklands,Docklands,VIC,7
2012,r9g9,West Coast,84,Perth Stadium,Perth Stadium,WA,1
2012,r10g1,St. Kilda,113,Docklands,Docklands,VIC,7
2012,r10g2,Geelong,126,Kardinia Park,Kardinia Park,VIC,9
2012,r10g3,Hawthorn,174,University of Tasmania Stadium,MCG,VIC,8
2012,r10g4,Fremantle,82,Perth Stadium,Perth Stadium,WA,10
2012,r10g5,Port Adelaide,99,Adelaide Oval,Adelaide Oval,SA,15
2012,r10g6,Essendon,52,Docklands,Docklands,VIC,2
2012,r10g7,Brisbane,102,Gabba,Gabba,QLD,14
2012,r10g8,Sydney,132,SCG,SCG,NSW,5
2012,r10g9,Collingwood,149,MCG,MCG,VIC,4
2012,r11g1,Carlton,85,Docklands,Docklands,VIC,7
2012,r11g2,Richmond,66,MCG,MCG,VIC,10
2012,r11g3,Gold Coast,49,Metricon,Metricon,QLD,18
2012,r11g4,Essendon,82,Docklands,Docklands,VIC,2
2012,r11g5,Port Adelaide,62,Adelaide Oval,Adelaide Oval,SA,13
2012,r11g6,Melbourne,87,MCG,MCG,VIC,16
2012,r12g1,West Coast,79,Perth Stadium,Perth Stadium,WA,3
2012,r12g2,Adelaide,115,Adelaide Oval,Adelaide Oval,SA,5
2012,r12g3,Greater Western Sydney,74,Sydney Showground,Sydney Showground,NSW,17
2012,r12g4,Gold Coast,80,Metricon,Metricon,QLD,18
2012,r12g5,Hawthorn,135,MCG,MCG,VIC,6
2012,r12g6,Western Bulldogs,95,Docklands,Docklands,VIC,15
2012,r13g1,Sydney,80,SCG,SCG,NSW,4
2012,r13g2,Western Bulldogs,56,Docklands,Docklands,VIC,13
2012,r13g3,Collingwood,85,MCG,MCG,VIC,3
2012,r13g4,Fremantle,89,Perth Stadium,Perth Stadium,WA,11
2012,r13g5,Melbourne,135,MCG,MCG,VIC,16
2012,r13g6,North Melbourne,121,Docklands,Docklands,VIC,12
2012,r14g1,Carlton,70,Docklands,Docklands,VIC,9
2012,r14g2,Collingwood,107,MCG,MCG,VIC,1
2012,r14g3,Adelaide,106,Adelaide Oval,Adelaide Oval,SA,5
2012,r14g4,West Coast,166,Perth Stadium,Perth Stadium,WA,4
2012,r14g5,Sydney,132,ANZ Stadium,SCG,NSW,2
2012,r14g6,Essendon,140,Docklands,Docklands,VIC,3
2012,r14g7,Geelong,99,Kardinia Park,Kardinia Park,VIC,7
2012,r14g8,Brisbane,122,Gabba,Gabba,QLD,13
2012,r14g9,St. Kilda,103,Docklands,Docklands,VIC,8
2012,r15g1,Collingwood,62,MCG,MCG,VIC,1
2012,r15g2,North Melbourne,84,Blundstone Arena,Docklands,VIC,8
2012,r15g3,Melbourne,78,MCG,MCG,VIC,16
2012,r15g4,Sydney,110,SCG,SCG,NSW,2
2012,r15g5,Port Adelaide,58,Adelaide Oval,Adelaide Oval,SA,15
2012,r15g6,St. Kilda,133,Docklands,Docklands,VIC,9
2012,r15g7,Hawthorn,193,MCG,MCG,VIC,6
2012,r15g8,Gold Coast,96,Metricon,Metricon,QLD,18
2012,r15g9,Fremantle,95,Perth Stadium,Perth Stadium,WA,13
2012,r16g1,North Melbourne,149,Docklands,Docklands,VIC,11
2012,r16g2,Melbourne,83,MCG,MCG,VIC,16
2012,r16g3,Port Adelaide,77,Adelaide Oval,Adelaide Oval,SA,15
2012,r16g4,Richmond,88,Cazaly's Stadium,MCG,VIC,10
2012,r16g5,Brisbane,92,Gabba,Gabba,QLD,13
2012,r16g6,Geelong,79,Kardinia Park,Kardinia Park,VIC,7
2012,r16g7,Greater Western Sydney,59,Sydney Showground,Sydney Showground,NSW,17
2012,r16g8,Western Bulldogs,44,Docklands,Docklands,VIC,14
2012,r16g9,West Coast,69,Perth Stadium,Perth Stadium,WA,2
2012,r17g1,Geelong,134,Kardinia Park,Kardinia Park,VIC,7
2012,r17g2,Collingwood,91,MCG,MCG,VIC,3
2012,r17g3,Adelaide,124,Adelaide Oval,Adelaide Oval,SA,2
2012,r17g4,Gold Coast,48,Metricon,Metricon,QLD,17
2012,r17g5,Melbourne,56,TIO Stadium,MCG,VIC,16
2012,r17g6,Western Bulldogs,84,Docklands,Docklands,VIC,14
2012,r17g7,Sydney,105,SCG,SCG,NSW,1
2012,r17g8,Richmond,99,MCG,MCG,VIC,11
2012,r17g9,Fremantle,132,Perth Stadium,Perth Stadium,WA,10
2012,r18g1,Essendon,86,Docklands,Docklands,VIC,6
2012,r18g2,Geelong,102,Kardinia Park,Kardinia Park,VIC,7
2012,r18g3,North Melbourne,127,Docklands,Docklands,VIC,8
2012,r18g4,Greater Western Sydney,54,Sydney Showground,Sydney Showground,NSW,18
2012,r18g5,Gold Coast,54,Metricon,Metricon,QLD,17
2012,r18g6,Carlton,95,Docklands,Docklands,VIC,11
2012,r18g7,Port Adelaide,48,Adelaide Oval,Adelaide Oval,SA,14
2012,r18g8,St. Kilda,118,Docklands,Docklands,VIC,10
2012,r18g9,West Coast,175,Perth Stadium,Perth Stadium,WA,5
2012,r19g1,Hawthorn,116,MCG,MCG,VIC,2
2012,r19g2,Western Bulldogs,61,Docklands,Docklands,VIC,15
2012,r19g3,Greater Western Sydney,107,Sydney Showground,Sydney Showground,NSW,18
2012,r19g4,Fremantle,113,Perth Stadium,Perth Stadium,WA,9
2012,r19g5,Brisbane,84,Gabba,Gabba,QLD,13
2012,r19g6,Collingwood,91,MCG,MCG,VIC,4
2012,r19g7,Melbourne,108,MCG,MCG,VIC,16
2012,r19g8,Carlton,71,Docklands,Docklands,VIC,11
2012,r19g9,Adelaide,104,Adelaide Oval,Adelaide Oval,SA,3
2012,r20g1,West Coast,102,Perth Stadium,Perth Stadium,WA,5
2012,r20g2,St. Kilda,107,Docklands,Docklands,VIC,10
2012,r20g3,Adelaide,119,Adelaide Oval,Adelaide Oval,SA,2
2012,r20g4,Gold Coast,109,Metricon,Metricon,QLD,18
2012,r20g5,Carlton,113,Docklands,Docklands,VIC,11
2012,r20g6,Sydney,70,SCG,SCG,NSW,1
2012,r20g7,Hawthorn,159,University of Tasmania Stadium,MCG,VIC,4
2012,r20g8,Richmond,150,MCG,MCG,VIC,12
2012,r20g9,Essendon,76,Docklands,Docklands,VIC,8
2012,r21g1,Geelong,123,Docklands,Kardinia Park,VIC,7
2012,r21g2,Essendon,60,Docklands,Docklands,VIC,8
2012,r21g3,Greater Western Sydney,59,Manuka Oval,Sydney Showground,NSW,18
2012,r21g4,Fremantle,94,Perth Stadium,Perth Stadium,WA,9
2012,r21g5,Brisbane,95,Gabba,Gabba,QLD,13
2012,r21g6,Collingwood,61,MCG,MCG,VIC,3
2012,r21g7,Port Adelaide,50,Adelaide Oval,Adelaide Oval,SA,14
2012,r21g8,Western Bulldogs,85,Docklands,Docklands,VIC,15
2012,r21g9,Hawthorn,129,MCG,MCG,VIC,4
2012,r22g1,Richmond,102,MCG,MCG,VIC,12
2012,r22g2,St. Kilda,163,Docklands,Docklands,VIC,11
2012,r22g3,Port Adelaide,93,Adelaide Oval,Adelaide Oval,SA,14
2012,r22g4,Sydney,95,SCG,SCG,NSW,1
2012,r22g5,Gold Coast,98,Metricon,Metricon,QLD,17
2012,r22g6,West Coast,107,Perth Stadium,Perth Stadium,WA,5
2012,r22g7,Geelong,107,Kardinia Park,Kardinia Park,VIC,7
2012,r22g8,North Melbourne,79,Docklands,Docklands,VIC,6
2012,r22g9,Melbourne,81,MCG,MCG,VIC,16
2012,r23g1,Hawthorn,95,MCG,MCG,VIC,1
2012,r23g2,Geelong,112,Kardinia Park,Kardinia Park,VIC,6
2012,r23g3,Adelaide,153,Adelaide Oval,Adelaide Oval,SA,3
2012,r23g4,Greater Western Sydney,77,Sydney Showground,Sydney Showground,NSW,18
2012,r23g5,Fremantle,101,Perth Stadium,Perth Stadium,WA,7
2012,r23g6,Essendon,72,Docklands,Docklands,VIC,11
2012,r23g7,Carlton,91,Docklands,Docklands,VIC,10
2012,r23g8,Richmond,106,MCG,MCG,VIC,12
2012,r23g9,Brisbane,128,Gabba,Gabba,QLD,13
